dist	domain	query	query_genus	query_species	neighbour	neighbour_genus	neighbour_species	query_taxcheck	neighbour_taxcheck	gtdb_query_genus	gtdb_neighbour_genus	gtdb_status
0.034847	Bacteria	GCA_002891015.1	Stutzerimonas	Stutzerimonas degradans	GCA_021432765.1	Pseudomonas	Pseudomonas phenolilytica	OK	Inconclusive	Stutzerimonas	Stutzerimonas	reconciled
0.034847	Bacteria	GCA_016028635.1	Stutzerimonas	Stutzerimonas degradans	GCA_021432765.1	Pseudomonas	Pseudomonas phenolilytica	OK	Inconclusive	Stutzerimonas	Stutzerimonas	reconciled
0.034847	Bacteria	GCA_021432765.1	Pseudomonas	Pseudomonas phenolilytica	GCA_002891015.1	Stutzerimonas	Stutzerimonas degradans	Inconclusive	OK	Stutzerimonas	Stutzerimonas	reconciled
0.034904	Bacteria	GCA_024448505.1	Stutzerimonas	Stutzerimonas degradans	GCA_021432765.1	Pseudomonas	Pseudomonas phenolilytica	OK	Inconclusive	Stutzerimonas	Stutzerimonas	reconciled
0.034996	Bacteria	GCA_001044245.1	Mycolicibacterium	Mycolicibacterium obuense	GCA_003254575.1	Mycobacterium	Mycobacterium kyogaense	OK	OK	Mycobacterium	Mycobacterium	reconciled
0.034996	Bacteria	GCA_003254575.1	Mycobacterium	Mycobacterium kyogaense	GCA_001044245.1	Mycolicibacterium	Mycolicibacterium obuense	OK	OK	Mycobacterium	Mycobacterium	reconciled
0.035528	Bacteria	GCA_009695995.1	Waltera	Waltera intestinalis	GCA_014337175.1	Simiaoa	Simiaoa sunii	Inconclusive	Inconclusive	Acetatifactor	Acetatifactor	reconciled
0.035528	Bacteria	GCA_014337175.1	Simiaoa	Simiaoa sunii	GCA_009695995.1	Waltera	Waltera intestinalis	Inconclusive	Inconclusive	Acetatifactor	Acetatifactor	reconciled
0.036	Bacteria	GCA_022834715.1	Granulimonas	Granulimonas faecalis	GCA_943193035.1	Caniella	Caniella muris	Inconclusive	Inconclusive	Granulimonas	Granulimonas	reconciled
0.036	Bacteria	GCA_943193035.1	Caniella	Caniella muris	GCA_022834715.1	Granulimonas	Granulimonas faecalis	Inconclusive	Inconclusive	Granulimonas	Granulimonas	reconciled
0.036226	Bacteria	GCA_030410045.1	Marivivens	Marivivens donghaensis	GCA_056431045.1	Aestuarium	Aestuarium zhoushanense	Inconclusive	Inconclusive	Marivivens	-	absent
0.036226	Bacteria	GCA_056431045.1	Aestuarium	Aestuarium zhoushanense	GCA_030410045.1	Marivivens	Marivivens donghaensis	Inconclusive	Inconclusive	-	Marivivens	absent
0.038347	Bacteria	GCA_003332885.2	Paracnuella	Paracnuella aquatica	GCA_004347775.1	Pseudocnuella	Pseudocnuella soli	OK	OK	Flavisolibacter	Flavisolibacter	reconciled
0.038347	Bacteria	GCA_004347775.1	Pseudocnuella	Pseudocnuella soli	GCA_003332885.2	Paracnuella	Paracnuella aquatica	OK	OK	Flavisolibacter	Flavisolibacter	reconciled
0.038996	Bacteria	GCA_025822555.1	Mycobacterium	Mycobacterium hackensackense	GCA_025823075.1	Mycolicibacterium	Mycolicibacterium fluoranthenivorans	OK	OK	Mycobacterium	Mycobacterium	reconciled
0.038996	Bacteria	GCA_025823075.1	Mycolicibacterium	Mycolicibacterium fluoranthenivorans	GCA_025822555.1	Mycobacterium	Mycobacterium hackensackense	OK	OK	Mycobacterium	Mycobacterium	reconciled
0.039154	Bacteria	GCA_003096535.1	Agathobaculum	Agathobaculum butyriciproducens	GCA_016586375.1	Butyricicoccus	Butyricicoccus faecihominis	Inconclusive	OK	Agathobaculum	Agathobaculum	reconciled
0.039154	Bacteria	GCA_011758805.1	Mycolicibacterium	Mycolicibacterium fluoranthenivorans	GCA_025822555.1	Mycobacterium	Mycobacterium hackensackense	OK	OK	Mycobacterium	Mycobacterium	reconciled
0.039154	Bacteria	GCA_016586375.1	Butyricicoccus	Butyricicoccus faecihominis	GCA_003096535.1	Agathobaculum	Agathobaculum butyriciproducens	OK	Inconclusive	Agathobaculum	Agathobaculum	reconciled
0.03918	Bacteria	GCA_014648015.1	Butyricicoccus	Butyricicoccus faecihominis	GCA_003096535.1	Agathobaculum	Agathobaculum butyriciproducens	OK	Inconclusive	Agathobaculum	Agathobaculum	reconciled
0.04078	Bacteria	GCA_002742395.2	Macrococcoides	Macrococcoides caseolyticum	GCA_038095555.1	Macrococcus	Macrococcus psychrotolerans	OK	OK	Macrococcoides	Macrococcoides	reconciled
0.04078	Bacteria	GCA_038095555.1	Macrococcus	Macrococcus psychrotolerans	GCA_002742395.2	Macrococcoides	Macrococcoides caseolyticum	OK	OK	Macrococcoides	Macrococcoides	reconciled
0.041045	Bacteria	GCA_002742385.2	Macrococcoides	Macrococcoides goetzii	GCA_003259695.1	Macrococcus	Macrococcus epidermidis	OK	OK	Macrococcoides	Macrococcoides	reconciled
0.041045	Bacteria	GCA_003259695.1	Macrococcus	Macrococcus epidermidis	GCA_002742385.2	Macrococcoides	Macrococcoides goetzii	OK	OK	Macrococcoides	Macrococcoides	reconciled
0.041157	Bacteria	GCA_042659445.1	Macrococcus	Macrococcus epidermidis	GCA_002742385.2	Macrococcoides	Macrococcoides goetzii	OK	OK	Macrococcoides	Macrococcoides	reconciled
0.042407	Bacteria	GCA_008923265.1	Bacillus	Bacillus mesophilum	GCA_042656745.1	Cytobacillus	Cytobacillus gottheilii	OK	OK	Cytobacillus	Cytobacillus	reconciled
0.042407	Bacteria	GCA_042656745.1	Cytobacillus	Cytobacillus gottheilii	GCA_008923265.1	Bacillus	Bacillus mesophilum	OK	OK	Cytobacillus	Cytobacillus	reconciled
0.042437	Bacteria	GCA_001636345.1	Cytobacillus	Cytobacillus gottheilii	GCA_008923265.1	Bacillus	Bacillus mesophilum	OK	OK	Cytobacillus	Cytobacillus	reconciled
0.043104	Bacteria	GCA_002834225.1	Ruminococcus	Ruminococcus bromii	GCA_040096305.1	Ruminococcoides	Ruminococcoides intestinale	OK	Inconclusive	Ruminococcoides	Ruminococcoides	reconciled
0.043104	Bacteria	GCA_040096305.1	Ruminococcoides	Ruminococcoides intestinale	GCA_002834225.1	Ruminococcus	Ruminococcus bromii	Inconclusive	OK	Ruminococcoides	Ruminococcoides	reconciled
0.043345	Bacteria	GCA_014852685.1	Flavimobilis	Flavimobilis rhizosphaerae	GCA_900240335.1	Sanguibacter	Sanguibacter massiliensis	OK	OK	Flavimobilis	Flavimobilis	reconciled
0.043345	Bacteria	GCA_900240335.1	Sanguibacter	Sanguibacter massiliensis	GCA_014852685.1	Flavimobilis	Flavimobilis rhizosphaerae	OK	OK	Flavimobilis	Flavimobilis	reconciled
0.043375	Bacteria	GCA_014306135.1	Paeniclostridium	Paeniclostridium hominis	GCA_039521565.1	Paraclostridium	Paraclostridium tenue	OK	OK	Paraclostridium	Paraclostridium	reconciled
0.043375	Bacteria	GCA_039521565.1	Paraclostridium	Paraclostridium tenue	GCA_014306135.1	Paeniclostridium	Paeniclostridium hominis	OK	OK	Paraclostridium	Paraclostridium	reconciled
0.04414	Bacteria	GCA_007004635.1	Planococcus	Planococcus soli	GCA_030814955.1	Planomicrobium	Planomicrobium stackebrandtii	OK	OK	-	Planococcus	absent
0.04414	Bacteria	GCA_030814955.1	Planomicrobium	Planomicrobium stackebrandtii	GCA_007004635.1	Planococcus	Planococcus soli	OK	OK	Planococcus	-	absent
0.044171	Bacteria	GCA_016881065.1	Planococcus	Planococcus soli	GCA_030814955.1	Planomicrobium	Planomicrobium stackebrandtii	OK	OK	Planococcus	Planococcus	reconciled
0.04486	Bacteria	GCA_005601135.1	Ruminococcus	Ruminococcus bovis	GCA_040096285.1	Ruminococcoides	Ruminococcoides intestinihominis	OK	OK	Ruminococcoides	Ruminococcoides	reconciled
0.04486	Bacteria	GCA_040096285.1	Ruminococcoides	Ruminococcoides intestinihominis	GCA_005601135.1	Ruminococcus	Ruminococcus bovis	OK	OK	Ruminococcoides	Ruminococcoides	reconciled
0.045387	Bacteria	GCA_016028755.1	Faucicola	Faucicola osloensis	GCA_022359095.1	Moraxella	Moraxella tetraodonis	OK	OK	Faucicola	Faucicola	reconciled
0.045387	Bacteria	GCA_022359095.1	Moraxella	Moraxella tetraodonis	GCA_016028755.1	Faucicola	Faucicola osloensis	OK	OK	Faucicola	Faucicola	reconciled
0.045484	Bacteria	GCA_965137765.1	Faucicola	Faucicola osloensis	GCA_022359095.1	Moraxella	Moraxella tetraodonis	OK	OK	Faucicola	Faucicola	reconciled
0.045597	Bacteria	GCA_900453115.1	Faucicola	Faucicola osloensis	GCA_022359095.1	Moraxella	Moraxella tetraodonis	OK	OK	Faucicola	Faucicola	reconciled
0.045629	Bacteria	GCA_001553955.1	Faucicola	Faucicola osloensis	GCA_022359095.1	Moraxella	Moraxella tetraodonis	OK	OK	Faucicola	Faucicola	reconciled
0.045727	Bacteria	GCA_001679175.1	Faucicola	Faucicola osloensis	GCA_022359095.1	Moraxella	Moraxella tetraodonis	OK	OK	Faucicola	Faucicola	reconciled
0.045906	Bacteria	GCA_042665545.1	Rhodocista	Rhodocista pekingensis	GCA_055387715.1	Rhodospirillum	Rhodospirillum centenum	OK	OK	Rhodocista	-	absent
0.045906	Bacteria	GCA_055387715.1	Rhodospirillum	Rhodospirillum centenum	GCA_042665545.1	Rhodocista	Rhodocista pekingensis	OK	OK	-	Rhodocista	absent
0.047378	Bacteria	GCA_043587585.2	Azorhizophilus	Azorhizophilus paspali	GCA_055386615.1	Azotobacter	Azotobacter vinelandii	OK	OK	Azotobacter	-	absent
0.047378	Bacteria	GCA_055386615.1	Azotobacter	Azotobacter vinelandii	GCA_043587585.2	Azorhizophilus	Azorhizophilus paspali	OK	OK	-	Azotobacter	absent
0.047481	Bacteria	GCA_042434745.1	Azorhizophilus	Azorhizophilus paspali	GCA_055386615.1	Azotobacter	Azotobacter vinelandii	OK	OK	Azotobacter	-	absent
0.047533	Bacteria	GCA_027922225.1	Azotobacter	Azotobacter vinelandii	GCA_043587585.2	Azorhizophilus	Azorhizophilus paspali	OK	OK	Azotobacter	Azotobacter	reconciled
0.047585	Bacteria	GCA_009857835.1	Duganella	Duganella fentianensis	GCA_042658625.1	Pseudoduganella	Pseudoduganella danionis	OK	OK	Rugamonas	Rugamonas	reconciled
0.047585	Bacteria	GCA_042658625.1	Pseudoduganella	Pseudoduganella danionis	GCA_009857835.1	Duganella	Duganella fentianensis	OK	OK	Rugamonas	Rugamonas	reconciled
0.047602	Bacteria	GCA_009720775.1	Pseudoduganella	Pseudoduganella danionis	GCA_009857835.1	Duganella	Duganella fentianensis	OK	OK	Rugamonas	Rugamonas	reconciled
0.047654	Bacteria	GCA_017313105.1	Allomuricauda	[Muricauda] lutisoli (nom. illeg.)	GCA_017313275.1	Flagellimonas	Flagellimonas profundi	OK	OK	Flagellimonas	Flagellimonas	reconciled
0.047654	Bacteria	GCA_017313275.1	Flagellimonas	Flagellimonas profundi	GCA_017313105.1	Allomuricauda	[Muricauda] lutisoli (nom. illeg.)	OK	OK	Flagellimonas	Flagellimonas	reconciled
0.047705	Bacteria	GCA_042665975.1	Pseudoduganella	Pseudoduganella danionis	GCA_009857835.1	Duganella	Duganella fentianensis	OK	OK	Rugamonas	Rugamonas	reconciled
0.047809	Bacteria	GCA_042684005.1	Azorhizophilus	Azorhizophilus paspali	GCA_055386615.1	Azotobacter	Azotobacter vinelandii	OK	OK	Azotobacter	-	absent
0.048123	Bacteria	GCA_042432425.1	Pseudoduganella	Pseudoduganella danionis	GCA_009857835.1	Duganella	Duganella fentianensis	OK	OK	Rugamonas	Rugamonas	reconciled
0.048211	Bacteria	GCA_003063295.1	Arcobacter	Arcobacter lacus	GCA_024584145.1	Aliarcobacter	Aliarcobacter butzleri	OK	OK	Aliarcobacter	Aliarcobacter	reconciled
0.048211	Bacteria	GCA_024584145.1	Aliarcobacter	Aliarcobacter butzleri	GCA_003063295.1	Arcobacter	Arcobacter lacus	OK	OK	Aliarcobacter	Aliarcobacter	reconciled
0.048263	Bacteria	GCA_042685825.1	Azotobacter	Azotobacter vinelandii	GCA_043587585.2	Azorhizophilus	Azorhizophilus paspali	OK	OK	Azotobacter	Azotobacter	reconciled
0.048351	Bacteria	GCA_000014025.1	Aliarcobacter	Aliarcobacter butzleri	GCA_003063295.1	Arcobacter	Arcobacter lacus	OK	OK	Aliarcobacter	Aliarcobacter	reconciled
0.048351	Bacteria	GCA_900187115.1	Aliarcobacter	Aliarcobacter butzleri	GCA_003063295.1	Arcobacter	Arcobacter lacus	OK	OK	Aliarcobacter	Aliarcobacter	reconciled
0.049627	Bacteria	GCA_003259685.1	Macrococcoides	Macrococcoides caseolyticum	GCA_038095555.1	Macrococcus	Macrococcus psychrotolerans	OK	OK	Macrococcoides	Macrococcoides	reconciled
