accession	taxid	organism	domain	domain_listed	phylum	phylum_taxid	class	class_taxid	order	order_taxid	family	family_taxid	genus	genus_taxid	species	species_taxid	species_name_ncbi	paired_gcf	level	length	n_contigs	completeness	contamination	taxcheck	dup_taxid	strain_dup	no_genus	name_mismatch	taxcheck_bad	low_quality	pass_gold
GCA_011326755.1	2715756	Cochlodiniinecator piscidefendens	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Paracoccaceae	31989	Cochlodiniinecator	2901886	Cochlodiniinecator piscidefendens	2715756	Cochlodiniinecator piscidefendens	GCF_011326755.1	Scaffold	3702221	24	99.96	0.88	OK	0	0	0	0	0	0	1
GCA_012844445.1	2713419	Collinsella acetigenes	Bacteria	Bacteria	Actinomycetota	201174	Coriobacteriia	84998	Coriobacteriales	84999	Coriobacteriaceae	84107	Collinsella	102106	Collinsella acetigenes	2713419	Collinsella acetigenes	GCF_012844445.1	Contig	2026380	12	77.6	4.1	OK	0	0	0	0	0	1	0
GCA_012844455.2	2606214	Comamonas suwonensis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas suwonensis	2606214	Comamonas suwonensis	GCF_012844455.2	Contig	4723146	67	98.35	0.87	OK	0	0	0	0	0	0	1
GCA_012849095.1	2728023	Cohnella herbarum	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella herbarum	2728023	Cohnella herbarum	GCF_012849095.1	Complete Genome	8522788	2	95.31	14.49	OK	0	0	0	0	0	1	0
GCA_013363755.1	2743470	Comamonas antarctica	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas antarctica	2743470	Comamonas antarctica	GCF_013363755.1	Complete Genome	5025439	3	94.01	5.04	OK	0	0	0	0	0	1	0
GCA_013377855.1	666702	Cognatundibacterium oligocarboniphilum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium oligocarboniphilum	666702	Cognatundibacterium oligocarboniphilum	GCF_013377855.1	Scaffold	3674452	35	98.62	0.49	OK	0	0	0	0	0	0	1
GCA_013410305.1	61592	Corynebacterium durum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium durum	61592	Corynebacterium durum	GCF_013410305.1	Contig	2800016	1	98.85	0.41	OK	1	0	0	0	0	0	1
GCA_014054725.1	153493	Conchiformibius steedae	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Conchiformibius	334107	Conchiformibius steedae	153493	Conchiformibius steedae	GCF_014054725.1	Complete Genome	2205122	3	98.43	1.3	OK	0	0	0	0	0	0	1
GCA_014058425.1	2714036	Companilactobacillus pabuli	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus pabuli	2714036	Companilactobacillus pabuli	GCF_014058425.1	Complete Genome	2497143	2	99.13	1.31	OK	0	0	0	0	0	0	1
GCA_014107495.1	2598458	Cohnella cholangitidis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella cholangitidis	2598458	Cohnella cholangitidis	GCF_014107495.1	Complete Genome	6408853	1	91.51	11.02	OK	0	0	0	0	0	1	0
GCA_014191555.1	927655	Corynebacterium bovis DSM 20582 = CIP 54.80	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium bovis	36808	Corynebacterium bovis	GCF_014191555.1	Contig	2694851	15	97.7	2.06	OK	1	1	0	0	0	0	1
GCA_014199525.1	912552	Conexibacter arvalis	Bacteria	Bacteria	Actinomycetota	201174	Thermoleophilia	1497346	Solirubrobacterales	588673	Conexibacteraceae	320583	Conexibacter	191494	Conexibacter arvalis	912552	Conexibacter arvalis	GCF_014199525.1	Scaffold	5200601	21	71.42	11.62	OK	0	0	0	0	0	1	0
GCA_014204935.1	1172621	Conyzicola lurida	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Conyzicola	1648520	Conyzicola lurida	1172621	Conyzicola lurida	GCF_014204935.1	Contig	3643329	1	98.78	0.08	OK	1	0	0	0	0	0	1
GCA_014212015.1	2163172	Cohnella lubricantis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella lubricantis	2163172	Cohnella lubricantis	GCF_014212015.1	Scaffold	4469270	126	92.23	4.24	OK	1	0	0	0	0	0	1
GCA_014212055.1	2761120	Cohnella zeiphila	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella zeiphila	2761120	Cohnella zeiphila	GCF_014212055.1	Scaffold	7924106	103	93.89	12.82	OK	0	0	0	0	0	1	0
GCA_014212125.1	1387779	Cohnella nanjingensis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella nanjingensis	1387779	Cohnella nanjingensis	GCF_014212125.1	Scaffold	7611037	119	95.88	10.75	OK	0	0	0	0	0	1	0
GCA_014212135.1	557557	Cohnella thailandensis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella thailandensis	557557	Cohnella thailandensis	GCF_014212135.1	Contig	6918941	38	96.88	13.08	OK	1	0	0	0	0	1	0
GCA_014212175.1	557555	Cohnella xylanilytica	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella xylanilytica	557555	Cohnella xylanilytica	GCF_014212175.1	Scaffold	7356379	182	97.47	11.87	OK	0	0	0	0	0	1	0
GCA_014262665.1	2684406	Corynebacterium anserum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium anserum	2684406	Corynebacterium anserum	GCF_014262665.1	Complete Genome	2208656	1	99.11	0.05	OK	0	0	0	0	0	0	1
GCA_014284195.1	2762295	Cognatundibacterium griseum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium griseum	2762295	Cognatundibacterium griseum	GCF_014284195.1	Scaffold	3607840	20	99.18	0.06	OK	0	0	0	0	0	0	1
GCA_014284235.1	2762294	Cognatundibacterium curvum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium curvum	2762294	Cognatundibacterium curvum	GCF_014284235.1	Scaffold	4246954	59	99.37	0.75	OK	0	0	0	0	0	0	1
GCA_014284255.1	1344949	Cognatundibacterium jejuense	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium jejuense	1344949	Cognatundibacterium jejuense	GCF_014284255.1	Scaffold	4439434	89	99.37	1.26	OK	1	0	0	0	0	0	1
GCA_014284365.1	2762291	Cognatundibacterium rugosum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium rugosum	2762291	Cognatundibacterium rugosum	GCF_014284365.1	Contig	4071473	82	99.37	0.38	OK	0	0	0	0	0	0	1
GCA_014287735.1	2981785	Coprococcus ammoniilyticus	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Coprococcus	33042	Coprococcus ammoniilyticus	2981785	Coprococcus ammoniilyticus	GCF_014287735.1	Contig	2830394	13	74.53	11.06	OK	1	0	0	0	0	1	0
GCA_014287925.1	2763038	Clostridium segne	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium segne	2763038	Clostridium segne	GCF_014287925.1	Contig	3098902	17	100	0.62	Inconclusive	0	0	0	0	1	0	0
GCA_014295415.1	2562285	Constantimarinum furrinae	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Constantimarinum	2907134	Constantimarinum furrinae	2562285	Constantimarinum furrinae	GCF_014295415.1	Complete Genome	2987299	1	100		OK	0	0	0	0	0	1	0
GCA_014335175.1	43765	Corynebacterium amycolatum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium amycolatum	43765	Corynebacterium amycolatum	GCF_014335175.1	Contig	2451386	10	99.33	0.1	OK	1	0	0	0	0	0	1
GCA_014384785.1	2763657	Congzhengia minquanensis	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Congzhengia	2944150	Congzhengia minquanensis	2763657	Congzhengia minquanensis	GCF_014384785.1	Contig	2802181	19	96.27		OK	0	0	0	0	0	1	0
GCA_014637175.1	1245525	Compostibacillus humi	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Bacillaceae	186817	Compostibacillus	1769738	Compostibacillus humi	1245525	Compostibacillus humi	GCF_014637175.1	Scaffold	3376322	171	96.59	0.09	OK	0	0	0	0	0	0	1
GCA_014639655.1	1477021	Conyzicola nivalis	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Conyzicola	1648520	Conyzicola nivalis	1477021	Conyzicola nivalis	GCF_014639655.1	Scaffold	3336228	4	99.31	1.75	OK	1	0	0	0	0	0	1
GCA_014640535.1	1619308	Cnuibacter physcomitrellae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Cnuibacter	1759331	Cnuibacter physcomitrellae	1619308	Cnuibacter physcomitrellae	GCF_014640535.1	Contig	4345923	6	99.37	1.58	OK	1	0	0	0	0	0	1
GCA_014651995.1	546892	Cognatilysobacter xinjiangensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Cognatilysobacter	3382697	Cognatilysobacter xinjiangensis	546892	Cognatilysobacter xinjiangensis	GCF_014651995.1	Scaffold	3043682	12	98.12		OK	0	0	0	0	0	1	0
GCA_014652095.1	543356	Cognatilysobacter bugurensis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Cognatilysobacter	3382697	Cognatilysobacter bugurensis	543356	Cognatilysobacter bugurensis	GCF_014652095.1	Scaffold	3459983	18	98.65	0.88	OK	0	0	0	0	0	0	1
GCA_014652435.1	1131567	Cognatundibacterium squillarum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium squillarum	1131567	Cognatundibacterium squillarum	GCF_014652435.1	Contig	4185104	20	99.31	0.19	OK	0	0	0	0	0	0	1
GCA_014699135.1	1537398	Cognatundibacterium aquatile	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium aquatile	1537398	Cognatundibacterium aquatile	GCF_014699135.1	Scaffold	3897886	19	99.31	0.88	OK	0	0	0	0	0	0	1
GCA_014836675.1	2762231	Comamonas avium	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas avium	2762231	Comamonas avium	GCF_014836675.1	Scaffold	3926881	32	93.72	3.09	OK	0	0	0	0	0	0	1
GCA_014930455.1	2710757	Corallococcus soli	Bacteria	Bacteria	Myxococcota	2818505	Myxococcia	32015	Myxococcales	29	Myxococcaceae	31	Corallococcus	83461	Corallococcus soli	2710757	Corallococcus soli	GCF_014930455.1	Contig	9437609	68	98.33	0.65	OK	1	0	0	0	0	0	1
GCA_015097275.1	2751153	Coprobacter secundus subsp. similis	Bacteria	Bacteria	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Barnesiellaceae	2005519	Coprobacter	1348911	Coprobacter secundus	1501392	Coprobacter secundus	GCF_015097275.1	Complete Genome	4171466	1	99.63		OK	0	0	0	0	0	1	0
GCA_015351335.1	144184	Corynebacterium afermentans subsp. lipophilum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium afermentans	38286	Corynebacterium afermentans	GCF_015351335.1	Contig	2332830	17	97.81	0.41	OK	1	1	0	0	0	0	1
GCA_015351765.1	2784388	Clostridium vitabionis	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium vitabionis	2784388	Clostridium vitabionis	GCF_015351765.1	Scaffold	2863412	37	90.99	1.24	OK	0	0	0	0	0	0	1
GCA_015752125.1	1190508	Corynebacterium aquatimens	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium aquatimens	1190508	Corynebacterium aquatimens	GCF_015752125.1	Contig	2525265	1	98.38	1.03	OK	1	0	0	0	0	0	1
GCA_016128075.1	36808	Corynebacterium bovis	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium bovis	36808	Corynebacterium bovis	GCF_016128075.1	Complete Genome	2652195	2	95.85	0.27	OK	0	0	0	0	0	0	1
GCA_016595285.2	2800405	Corynebacterium antarcticum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium antarcticum	2800405	Corynebacterium antarcticum	GCF_016595285.2	Contig	2579966	8	98.8	0.1	OK	0	0	0	0	0	0	1
GCA_016595795.1	2800325	Clostridium yunnanense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium yunnanense	2800325	Clostridium yunnanense	GCF_016595795.1	Scaffold	5715103	78	99.38	3.62	OK	0	0	0	0	0	0	1
GCA_016728685.1	169292	Corynebacterium aurimucosum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium aurimucosum	169292	Corynebacterium aurimucosum	GCF_016728685.1	Complete Genome	2829463	2	97.66	0.41	OK	1	0	0	0	0	0	1
GCA_016728705.1	169292	Corynebacterium aurimucosum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium aurimucosum	169292	Corynebacterium aurimucosum	GCF_016728705.1	Complete Genome	2737787	2	89.16	6.29	OK	1	0	0	0	0	1	0
GCA_016765585.1	2803861	Clostridium rhizosphaerae	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium rhizosphaerae	2803861	Clostridium rhizosphaerae	GCF_016765585.1	Scaffold	4849201	28	99.38	5.69	OK	0	0	0	0	0	1	0
GCA_016889425.1	43765	Corynebacterium amycolatum	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium amycolatum	43765	Corynebacterium amycolatum	GCF_016889425.1	Complete Genome	2474943	1	99.4	0.1	OK	1	0	0	0	0	0	1
GCA_016907995.1	29369	Clostridium sardiniense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium sardiniense	29369	Clostridium sardiniense	GCF_016907995.1	Contig	3930588	54	99.38	1.16	OK	1	0	0	0	0	0	1
GCA_016937515.1	2044859	Cohnella algarum	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella algarum	2044859	Cohnella algarum	GCF_016937515.1	Contig	6209985	2	91.07	9.79	Inconclusive	0	0	0	0	1	1	0
GCA_017312485.1	2759022	Clostridium zeae	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium zeae	2759022	Clostridium zeae	GCF_017312485.1	Scaffold	5839723	53	99.38	4.87	OK	0	0	0	0	0	0	1
GCA_017873215.1	1553	Clostridium tetanomorphum	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium tetanomorphum	1553	Clostridium tetanomorphum	GCF_017873215.1	Contig	4374054	56	99.38	1.24	OK	0	0	0	0	0	0	1
GCA_017873245.1	1559	Clostridium tertium	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium tertium	1559	Clostridium tertium	GCF_017873245.1	Contig	3877854	39	100	1.55	OK	1	0	0	0	0	0	1
GCA_017874075.1	557557	Cohnella thailandensis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella thailandensis	557557	Cohnella thailandensis	GCF_017874075.1	Contig	6922863	31	96.88	13.08	OK	1	0	0	0	0	1	0
GCA_017874425.1	1054297	Clostridium punense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium punense	1054297	Clostridium punense	GCF_017874425.1	Contig	4712543	98	99.69	5.75	OK	1	0	0	0	0	1	0
GCA_017874835.1	2163172	Cohnella lubricantis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella lubricantis	2163172	Cohnella lubricantis	GCF_017874835.1	Contig	4484642	61	92.73	4.13	OK	1	0	0	0	0	0	1
GCA_018122625.2	1776034	Coralloluteibacterium stylophorae	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Lysobacterales	135614	Lysobacteraceae	32033	Coralloluteibacterium	2315876	Coralloluteibacterium stylophorae	1776034	Coralloluteibacterium stylophorae	GCF_018122625.2	Contig	4002885	29	98.95	1.18	OK	1	0	0	0	0	0	1
GCA_018139565.1	2828729	Cognatundibacterium rivi	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium rivi	2828729	Cognatundibacterium rivi	GCF_018139565.1	Contig	3917442	17	99.31	0.69	OK	0	0	0	0	0	0	1
GCA_018139685.1	2828733	Cognatundibacterium luofuense	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Cognatundibacterium	3462706	Cognatundibacterium luofuense	2828733	Cognatundibacterium luofuense	GCF_018139685.1	Contig	4559151	719	98.93	6.7	OK	0	0	0	0	0	1	0
GCA_018292285.1	1812482	Comamonas brasiliensis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas brasiliensis	1812482	Comamonas brasiliensis	GCF_018292285.1	Contig	5446470	9	99.42	1.6	OK	0	0	0	0	0	0	1
GCA_018304945.1	2825886	Collimonas humicola	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Collimonas	202907	Collimonas humicola	2825886	Collimonas humicola	GCF_018304945.1	Contig	5624756	24	99.25	1.48	OK	0	0	0	0	0	0	1
GCA_018304965.1	1940615	Collimonas antrihumi	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Collimonas	202907	Collimonas antrihumi	1940615	Collimonas antrihumi	GCF_018304965.1	Contig	4722432	83	99.69	0.38	OK	0	0	0	0	0	0	1
GCA_018305005.1	2825884	Collimonas silvisoli	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Collimonas	202907	Collimonas silvisoli	2825884	Collimonas silvisoli	GCF_018305005.1	Contig	5656530	241	99.68	1.07	OK	0	0	0	0	0	0	1
GCA_018861705.1	132926	Clostridium psychrophilum	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium psychrophilum	132926	Clostridium psychrophilum	GCF_018861705.1	Contig	4116200	285	99.69	1.99	OK	0	0	0	0	0	0	1
GCA_018919175.1	2841506	Clostridium simiarum	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium simiarum	2841506	Clostridium simiarum	GCF_018919175.1	Contig	3798665	59	99.38	1.66	OK	0	0	0	0	0	0	1
GCA_019048165.1	53374	Corynebacterium coyleae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium coyleae	53374	Corynebacterium coyleae	GCF_019048165.1	Complete Genome	2510261	1	97.84	0.41	OK	1	0	0	0	0	0	1
GCA_019186805.1	2796366	Comamonas fluminis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas fluminis	2796366	Comamonas fluminis	GCF_019186805.1	Complete Genome	4908875	2	96.76	3.14	OK	0	0	0	0	0	0	1
GCA_019207025.1	2794346	Clostridium thailandense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium thailandense	2794346	Clostridium thailandense	GCF_019207025.1	Contig	6484535	261	99.07	2.33	OK	0	0	0	0	0	0	1
GCA_019431045.1	2859781	Clostridium weizhouense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium weizhouense	2859781	Clostridium weizhouense	GCF_019431045.1	Contig	3962696	41	98.76	0.31	OK	0	0	0	0	0	0	1
GCA_019753795.1	29369	Clostridium sardiniense	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium sardiniense	29369	Clostridium sardiniense	GCF_019753795.1	Contig	3942322	76	100	2.19	OK	1	0	0	0	0	0	1
GCA_019795105.1	2869515	Collinsella ureilytica	Bacteria	Bacteria	Actinomycetota	201174	Coriobacteriia	84998	Coriobacteriales	84999	Coriobacteriaceae	84107	Collinsella	102106	Collinsella ureilytica	2869515	Collinsella ureilytica	GCF_019795105.1	Contig	1945251	11	76.69	5.13	OK	0	0	0	0	0	1	0
GCA_020099275.1	108486	Corynebacterium falsenii	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium falsenii	108486	Corynebacterium falsenii	GCF_020099275.1	Complete Genome	2677377	1	99.83	0.34	OK	1	0	0	0	0	0	1
GCA_020687505.1	2881262	Coprococcus hominis (ex Arizal et al. 2022)	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Coprococcus	33042	Coprococcus hominis (ex Arizal et al. 2022)	2881262	Coprococcus hominis (ex Arizal et al. 2022)	GCF_020687505.1	Contig	2891423	19	76.01	11.05	OK	1	0	0	0	0	1	0
GCA_020731285.1	2887347	Cohnella baijiui	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella baijiui	2887347	Cohnella baijiui	GCF_020731285.1	Contig	7193849	563	97.14	14.18	OK	1	0	0	0	0	1	0
GCA_020736085.1	2315257	Corynebacterium diphtheriae subsp. diphtheriae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Corynebacteriaceae	1653	Corynebacterium	1716	Corynebacterium diphtheriae	1717	Corynebacterium diphtheriae	GCF_020736085.1	Complete Genome	2463627	1	98.5	0.12	OK	0	0	0	0	0	0	1
GCA_020736665.1	1504	Clostridium septicum	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium septicum	1504	Clostridium septicum	GCF_020736665.1	Chromosome	3399275	1	99.38		OK	1	0	0	0	0	1	0
GCA_021026195.1	160825	Comamonas koreensis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Comamonas	283	Comamonas koreensis	160825	Comamonas koreensis	GCF_021026195.1	Scaffold	5101082	53	91.47	4.66	OK	0	0	0	0	0	0	1
GCA_021190915.1	2873699	Cohnella silvisoli	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella silvisoli	2873699	Cohnella silvisoli	GCF_021190915.1	Contig	7443871	43	94.08	15.97	OK	0	0	0	0	0	1	0
GCA_022352055.1	2911966	Cohnella mopanensis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Paenibacillaceae	186822	Cohnella	329857	Cohnella mopanensis	2911966	Cohnella mopanensis	GCF_022352055.1	Contig	5812450	57	97.09	11.61	OK	0	0	0	0	0	1	0
GCA_022538055.1	2922272	Cognataquiflexum nitidum	Bacteria	Bacteria	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Cyclobacteriaceae	563798	Cognataquiflexum	3020066	Cognataquiflexum nitidum	2922272	Cognataquiflexum nitidum	GCF_022538055.1	Contig	5151205	83	99.27	1.02	OK	0	0	0	0	0	0	1
GCA_022538115.1	2922273	Cognataquiflexum rubidum	Bacteria	Bacteria	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Cyclobacteriaceae	563798	Cognataquiflexum	3020066	Cognataquiflexum rubidum	2922273	Cognataquiflexum rubidum	GCF_022538115.1	Contig	5544790	60	99.27	0.68	OK	0	0	0	0	0	0	1
GCA_022669015.1	2912588	Colwellia maritima	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Colwelliaceae	267889	Colwellia	28228	Colwellia maritima	2912588	Colwellia maritima	GCF_022669015.1	Contig	5232771	9	59.88	6.1	OK	0	0	0	0	0	1	0
