acc_a	acc_b	class	genus_a	genus_b	conserved_a	proteins_a	conserved_b	proteins_b	pocp	mash_dist	aai	prot_dist
GCA_006861775.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	535	4030	474	3629	13.1740	0.405585	43.4098	
GCA_003254155.1	GCA_001639725.1	inter_genus	Psychrobacillus	Marinomonas	461	3219	442	3637	13.1709		44.1021	
GCA_030814065.1	GCA_001639725.1	inter_genus	Mesobacillus	Marinomonas	496	3822	485	3637	13.1519	0.405585	44.1581	
GCA_001906925.1	GCA_003597125.1	inter_genus	Domibacillus	Alcanivorax	440	3253	439	3435	13.1429	0.405585	45.2591	
GCA_000966185.1	GCA_000756655.1	inter_genus	Domibacillus	Alcanivorax	472	3737	448	3273	13.1241	0.405585	44.5372	
GCA_030065535.1	GCA_003574395.1	inter_genus	Microbacterium	Tabrizicola	405	2753	427	3587	13.1230	0.405585	43.4870	
GCA_006861775.1	GCA_030065535.1	inter_genus	Psychrobacillus	Microbacterium	488	4030	402	2753	13.1210		43.4537	
GCA_013409785.1	GCA_000966185.1	inter_genus	Microbacterium	Domibacillus	462	3554	494	3737	13.1121		43.6855	
GCA_030065535.1	GCA_015999335.1	inter_genus	Microbacterium	Tabrizicola	430	2753	518	4484	13.0994	0.372583	43.3847	
GCA_030065535.1	GCA_042656585.1	inter_genus	Microbacterium	Thalassorhabdus	396	2753	400	3324	13.0986		44.0311	
GCA_020734105.1	GCA_000009365.1	inter_genus	Alkalihalobacillus	Alcanivorax	537	4783	449	2758	13.0752		44.7996	
GCA_006861775.1	GCA_003574395.1	inter_genus	Psychrobacillus	Tabrizicola	537	4030	457	3587	13.0498		43.6049	
GCA_000970675.1	GCA_003597125.1	inter_genus	Domibacillus	Alcanivorax	452	3439	444	3435	13.0346	0.405585	44.9814	
GCA_900100925.1	GCA_042656585.1	inter_genus	Actinopolyspora	Thalassorhabdus	473	4041	487	3324	13.0346		44.0552	
GCA_000966185.1	GCA_009601165.1	inter_genus	Domibacillus	Alcanivorax	482	3737	447	3399	13.0185	0.405585	44.6813	
GCA_030065535.1	GCA_014212135.1	inter_genus	Microbacterium	Cohnella	519	2753	623	6030	13.0024		43.5467	
GCA_006861775.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	535	4030	466	3669	13.0017		43.2623	
GCA_000970675.1	GCA_009601165.1	inter_genus	Domibacillus	Alcanivorax	454	3439	434	3399	12.9863	0.405585	45.0266	
GCA_000292245.2	GCA_030065535.1	inter_genus	Alkalihalobacillus	Microbacterium	461	4124	427	2753	12.9126		44.0962	
GCA_000966185.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	481	3737	470	3629	12.9107	0.405585	43.3533	
GCA_006861775.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	552	4030	547	4484	12.9082		43.5518	
GCA_000966185.1	GCA_003597125.1	inter_genus	Domibacillus	Alcanivorax	468	3737	457	3435	12.8974	0.405585	44.9137	
GCA_025960885.1	GCA_013328815.1	inter_genus	Microbacterium	Tabrizicola	495	3572	528	4364	12.8906	0.353280	42.9885	
GCA_025960885.1	GCA_000970675.1	inter_genus	Microbacterium	Domibacillus	454	3572	449	3439	12.8798		43.7364	
GCA_011008935.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	460	3669	440	3324	12.8700		43.5509	
GCA_001643235.1	GCA_000756655.1	inter_genus	Domibacillus	Alcanivorax	464	3756	440	3273	12.8610	0.405585	44.8696	
GCA_006861795.1	GCA_001639725.1	inter_genus	Psychrobacillus	Marinomonas	548	4397	485	3637	12.8579		43.9635	
GCA_015999335.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	585	4484	511	4041	12.8563		43.4269	
GCA_001906925.1	GCA_001639725.1	inter_genus	Domibacillus	Marinomonas	431	3253	453	3637	12.8302	0.405585	44.2669	
GCA_000970675.1	GCA_900100925.1	inter_genus	Domibacillus	Actinopolyspora	483	3439	475	4041	12.8075		43.9740	
GCA_030065535.1	GCA_001906925.1	inter_genus	Microbacterium	Domibacillus	384	2753	385	3253	12.8039		43.7419	
GCA_030065535.1	GCA_001643235.1	inter_genus	Microbacterium	Domibacillus	396	2753	437	3756	12.7977		43.3783	
GCA_006861775.1	GCA_003597125.1	inter_genus	Psychrobacillus	Alcanivorax	516	4030	439	3435	12.7930		44.5019	
GCA_900100925.1	GCA_019334345.1	inter_genus	Actinopolyspora	Neohoeflea	471	4041	510	3629	12.7901		43.0442	
GCA_025960885.1	GCA_015999335.1	inter_genus	Microbacterium	Tabrizicola	471	3572	558	4484	12.7731	0.372583	43.1393	
GCA_016481275.1	GCA_003597125.1	inter_genus	Antrihabitans	Alcanivorax	652	5994	552	3435	12.7691	0.372583	44.6737	
GCA_003574395.1	GCA_000966185.1	inter_genus	Tabrizicola	Domibacillus	467	3587	466	3737	12.7389		43.7696	
GCA_015999335.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	560	4484	497	3822	12.7257		43.5740	
GCA_025960885.1	GCA_011008935.1	inter_genus	Microbacterium	Tabrizicola	451	3572	470	3669	12.7192	0.405585	42.8111	
GCA_043556415.1	GCA_014212135.1	inter_genus	Microbacterium	Cohnella	500	2715	612	6030	12.7158		43.2869	
GCA_006861775.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	548	4030	518	4364	12.6995		43.3091	
GCA_000756655.1	GCA_030814065.1	inter_genus	Alcanivorax	Mesobacillus	439	3273	462	3822	12.6991	0.405585	44.5714	
GCA_001643235.1	GCA_001639725.1	inter_genus	Domibacillus	Marinomonas	475	3756	463	3637	12.6877	0.372583	44.3333	
GCA_030065535.1	GCA_013328815.1	inter_genus	Microbacterium	Tabrizicola	418	2753	484	4364	12.6739	0.405585	43.2453	
GCA_000292245.2	GCA_000009365.1	inter_genus	Alkalihalobacillus	Alcanivorax	452	4124	420	2758	12.6707	0.405585	44.8376	
GCA_012972675.1	GCA_042656585.1	inter_genus	Pontixanthobacter	Thalassorhabdus	359	2592	390	3324	12.6606		43.9985	
GCA_900100925.1	GCA_014212135.1	inter_genus	Actinopolyspora	Cohnella	584	4041	691	6030	12.6601	0.405585	43.5484	
GCA_013409785.1	GCA_011008935.1	inter_genus	Microbacterium	Tabrizicola	445	3554	469	3669	12.6540		42.6751	
GCA_011008935.1	GCA_000966185.1	inter_genus	Tabrizicola	Domibacillus	466	3669	470	3737	12.6384		43.3798	
GCA_028610675.1	GCA_030065535.1	inter_genus	Alkalihalobacillus	Microbacterium	456	4246	428	2753	12.6304		43.6298	
GCA_016481275.1	GCA_009601165.1	inter_genus	Antrihabitans	Alcanivorax	644	5994	542	3399	12.6264	0.372583	44.4713	
GCA_047302405.1	GCA_001639725.1	inter_genus	Alkalihalobacillus	Marinomonas	517	4348	491	3637	12.6237	0.405585	44.2155	
GCA_011008935.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	505	3669	468	4041	12.6200	0.372583	43.1840	
GCA_016481275.1	GCA_000756655.1	inter_genus	Antrihabitans	Alcanivorax	627	5994	542	3273	12.6147	0.372583	44.3838	
GCA_001906925.1	GCA_009601165.1	inter_genus	Domibacillus	Alcanivorax	433	3253	406	3399	12.6127	0.405585	45.1155	
GCA_025960885.1	GCA_019334345.1	inter_genus	Microbacterium	Neohoeflea	448	3572	460	3629	12.6094	0.372583	42.9766	
GCA_020734105.1	GCA_003597125.1	inter_genus	Alkalihalobacillus	Alcanivorax	557	4783	479	3435	12.6065	0.405585	44.5769	
GCA_012932915.1	GCA_000756655.1	inter_genus	Antrihabitans	Alcanivorax	664	6310	544	3273	12.6057		44.5862	
GCA_047302405.1	GCA_000009365.1	inter_genus	Alkalihalobacillus	Alcanivorax	469	4348	426	2758	12.5950	0.405585	44.5096	
GCA_013328815.1	GCA_000966185.1	inter_genus	Tabrizicola	Domibacillus	524	4364	496	3737	12.5910		43.8810	
GCA_006861775.1	GCA_900100925.1	inter_genus	Psychrobacillus	Actinopolyspora	562	4030	454	4041	12.5883		43.9242	
GCA_042656585.1	GCA_019334345.1	inter_genus	Thalassorhabdus	Neohoeflea	429	3324	446	3629	12.5845		43.6300	
GCA_030814065.1	GCA_019334345.1	inter_genus	Mesobacillus	Neohoeflea	467	3822	470	3629	12.5755	0.405585	43.3503	
GCA_020734105.1	GCA_000756655.1	inter_genus	Alkalihalobacillus	Alcanivorax	549	4783	464	3273	12.5745		44.4159	
GCA_043944905.1	GCA_000756655.1	inter_genus	Antrihabitans	Alcanivorax	623	6008	543	3273	12.5633		44.4109	
GCA_012932915.1	GCA_003597125.1	inter_genus	Antrihabitans	Alcanivorax	662	6310	562	3435	12.5603		44.4727	
GCA_015999335.1	GCA_000966185.1	inter_genus	Tabrizicola	Domibacillus	540	4484	492	3737	12.5532		43.7607	
GCA_013328815.1	GCA_008704535.1	inter_genus	Tabrizicola	Streptomyces	671	4364	699	6558	12.5435	0.372583	43.6341	0.493985
GCA_006861795.1	GCA_030065535.1	inter_genus	Psychrobacillus	Microbacterium	489	4397	407	2753	12.5315		43.7461	
GCA_003574395.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	437	3587	429	3324	12.5307		43.9777	
GCA_043556415.1	GCA_000970675.1	inter_genus	Microbacterium	Domibacillus	376	2715	395	3439	12.5284		43.7572	
GCA_000970675.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	439	3439	446	3629	12.5212	0.405585	43.2980	
GCA_006861775.1	GCA_014651475.1	inter_genus	Psychrobacillus	Mesonia	493	4030	376	2913	12.5162		44.0064	
GCA_003254155.1	GCA_000756655.1	inter_genus	Psychrobacillus	Alcanivorax	415	3219	396	3273	12.4923		44.1382	
GCA_009827455.1	GCA_042656585.1	inter_genus	Pontixanthobacter	Thalassorhabdus	362	2704	389	3324	12.4585		44.0568	
GCA_030065535.1	GCA_019334345.1	inter_genus	Microbacterium	Neohoeflea	391	2753	404	3629	12.4569	0.372583	42.8863	
GCA_030065535.1	GCA_030814065.1	inter_genus	Microbacterium	Mesobacillus	401	2753	418	3822	12.4563		43.6167	
GCA_006861795.1	GCA_000009365.1	inter_genus	Psychrobacillus	Alcanivorax	478	4397	413	2758	12.4528		44.1700	
GCA_003254155.1	GCA_009601165.1	inter_genus	Psychrobacillus	Alcanivorax	436	3219	388	3399	12.4509		44.7322	
GCA_001643235.1	GCA_003597125.1	inter_genus	Domibacillus	Alcanivorax	459	3756	435	3435	12.4322	0.405585	44.8289	
GCA_025960885.1	GCA_001643235.1	inter_genus	Microbacterium	Domibacillus	437	3572	474	3756	12.4318		43.4771	
GCA_003254155.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	431	3219	425	3669	12.4274		43.4070	
GCA_009828095.1	GCA_042656585.1	inter_genus	Pontixanthobacter	Thalassorhabdus	360	2712	390	3324	12.4254		44.1281	
GCA_012932915.1	GCA_009601165.1	inter_genus	Antrihabitans	Alcanivorax	668	6310	537	3399	12.4112	0.405585	44.4934	
GCA_006861775.1	GCA_009601165.1	inter_genus	Psychrobacillus	Alcanivorax	502	4030	420	3399	12.4108		44.4855	
GCA_000292245.2	GCA_000756655.1	inter_genus	Alkalihalobacillus	Alcanivorax	466	4124	452	3273	12.4104	0.405585	44.4713	
GCA_015999335.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	518	4484	449	3324	12.3847		43.6859	
GCA_013409785.1	GCA_015999335.1	inter_genus	Microbacterium	Tabrizicola	458	3554	537	4484	12.3787	0.353280	43.4143	
GCA_014651475.1	GCA_042656585.1	inter_genus	Mesonia	Thalassorhabdus	363	2913	409	3324	12.3777		43.9948	
GCA_000292245.2	GCA_001639725.1	inter_genus	Alkalihalobacillus	Marinomonas	484	4124	476	3637	12.3695	0.405585	44.4934	
GCA_012972675.1	GCA_000966185.1	inter_genus	Pontixanthobacter	Domibacillus	368	2592	414	3737	12.3558		43.8429	
GCA_013409785.1	GCA_013328815.1	inter_genus	Microbacterium	Tabrizicola	467	3554	511	4364	12.3516		42.8065	
GCA_013409785.1	GCA_019334345.1	inter_genus	Microbacterium	Neohoeflea	441	3554	446	3629	12.3486	0.405585	42.8751	
GCA_028610675.1	GCA_001639725.1	inter_genus	Alkalihalobacillus	Marinomonas	496	4246	477	3637	12.3430	0.405585	44.3909	
GCA_008973485.1	GCA_030065535.1	inter_genus	Psychrobacillus	Microbacterium	441	3996	392	2753	12.3426		43.8278	
GCA_003574395.1	GCA_000970675.1	inter_genus	Tabrizicola	Domibacillus	437	3587	430	3439	12.3399		43.4642	
GCA_011008935.1	GCA_008704535.1	inter_genus	Tabrizicola	Streptomyces	610	3669	650	6558	12.3203	0.328965	43.6667	
GCA_006861775.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	504	4030	432	3572	12.3125		43.2620	
GCA_011008935.1	GCA_000970675.1	inter_genus	Tabrizicola	Domibacillus	443	3669	432	3439	12.3101		43.2262	
GCA_015999335.1	GCA_000970675.1	inter_genus	Tabrizicola	Domibacillus	523	4484	452	3439	12.3059		43.5186	
GCA_003254155.1	GCA_014651475.1	inter_genus	Psychrobacillus	Mesonia	397	3219	357	2913	12.2962	0.372583	44.0866	
GCA_008297975.1	GCA_000756655.1	inter_genus	Antrihabitans	Alcanivorax	544	5303	510	3273	12.2901		44.2094	
GCA_016481275.1	GCA_000009365.1	inter_genus	Antrihabitans	Alcanivorax	584	5994	491	2758	12.2829	0.372583	44.8278	
GCA_043944905.1	GCA_003597125.1	inter_genus	Antrihabitans	Alcanivorax	618	6008	541	3435	12.2736	0.405585	44.6911	
GCA_015999335.1	GCA_008704535.1	inter_genus	Tabrizicola	Streptomyces	691	4484	661	6558	12.2442	0.339586	43.6193	0.449332
GCA_043556415.1	GCA_011008935.1	inter_genus	Microbacterium	Tabrizicola	372	2715	409	3669	12.2337	0.405585	42.9894	
GCA_013328815.1	GCA_014212135.1	inter_genus	Tabrizicola	Cohnella	607	4364	664	6030	12.2282	0.405585	43.9540	
GCA_003254155.1	GCA_003597125.1	inter_genus	Psychrobacillus	Alcanivorax	419	3219	394	3435	12.2182		44.4658	
GCA_003574395.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	443	3587	461	3822	12.2014		43.7634	
GCA_000292245.2	GCA_003597125.1	inter_genus	Alkalihalobacillus	Alcanivorax	476	4124	446	3435	12.1974	0.405585	44.7461	
GCA_001643235.1	GCA_900100925.1	inter_genus	Domibacillus	Actinopolyspora	499	3756	452	4041	12.1970		43.6225	
GCA_008297975.1	GCA_013328815.1	inter_genus	Antrihabitans	Tabrizicola	589	5303	590	4364	12.1961	0.405585	43.2942	
GCA_028610675.1	GCA_000009365.1	inter_genus	Alkalihalobacillus	Alcanivorax	445	4246	409	2758	12.1930	0.405585	44.3377	
GCA_011008935.1	GCA_001643235.1	inter_genus	Tabrizicola	Domibacillus	452	3669	453	3756	12.1886		43.6195	
GCA_003574395.1	GCA_001643235.1	inter_genus	Tabrizicola	Domibacillus	437	3587	458	3756	12.1885		43.8409	
GCA_009828095.1	GCA_000966185.1	inter_genus	Pontixanthobacter	Domibacillus	373	2712	413	3737	12.1879		43.9739	
GCA_001643235.1	GCA_009601165.1	inter_genus	Domibacillus	Alcanivorax	454	3756	418	3399	12.1873	0.405585	44.7768	
GCA_006861775.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	496	4030	428	3554	12.1835		42.8692	
GCA_009827395.1	GCA_042656585.1	inter_genus	Pontixanthobacter	Thalassorhabdus	363	2802	383	3324	12.1776		44.1786	
GCA_047302405.1	GCA_000756655.1	inter_genus	Alkalihalobacillus	Alcanivorax	480	4348	448	3273	12.1769	0.405585	44.1353	
GCA_000009365.1	GCA_014651475.1	inter_genus	Alcanivorax	Mesonia	340	2758	350	2913	12.1672		43.4674	
GCA_011008935.1	GCA_001906925.1	inter_genus	Tabrizicola	Domibacillus	427	3669	415	3253	12.1641		43.5672	
GCA_043556415.1	GCA_001643235.1	inter_genus	Microbacterium	Domibacillus	374	2715	413	3756	12.1620		43.5615	
GCA_013328815.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	496	4364	439	3324	12.1618		43.5832	
GCA_020734105.1	GCA_019334345.1	inter_genus	Alkalihalobacillus	Neohoeflea	543	4783	480	3629	12.1612		43.1302	
GCA_030814065.1	GCA_900100925.1	inter_genus	Mesobacillus	Actinopolyspora	497	3822	459	4041	12.1582		43.5780	
GCA_043944905.1	GCA_009601165.1	inter_genus	Antrihabitans	Alcanivorax	620	6008	523	3399	12.1505		44.7203	
GCA_008297975.1	GCA_014212135.1	inter_genus	Antrihabitans	Cohnella	658	5303	719	6030	12.1504		43.9967	
GCA_047302405.1	GCA_013409785.1	inter_genus	Alkalihalobacillus	Microbacterium	505	4348	455	3554	12.1488		43.4129	
GCA_008297975.1	GCA_003597125.1	inter_genus	Antrihabitans	Alcanivorax	547	5303	514	3435	12.1424	0.405585	44.2661	
GCA_025960885.1	GCA_003574395.1	inter_genus	Microbacterium	Tabrizicola	427	3572	442	3587	12.1386	0.405585	42.7287	
GCA_008973485.1	GCA_001639725.1	inter_genus	Psychrobacillus	Marinomonas	482	3996	444	3637	12.1315	0.405585	44.2083	
GCA_003597125.1	GCA_030814065.1	inter_genus	Alcanivorax	Mesobacillus	433	3435	447	3822	12.1262	0.405585	44.8854	
GCA_003254155.1	GCA_009828095.1	inter_genus	Psychrobacillus	Pontixanthobacter	376	3219	342	2712	12.1059		44.2355	
GCA_047302405.1	GCA_043556415.1	inter_genus	Alkalihalobacillus	Microbacterium	462	4348	393	2715	12.1053		43.4675	
GCA_006861795.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	534	4397	541	4484	12.1045		43.5156	
GCA_020734105.1	GCA_009601165.1	inter_genus	Alkalihalobacillus	Alcanivorax	529	4783	461	3399	12.0997		44.3716	
GCA_047302405.1	GCA_025960885.1	inter_genus	Alkalihalobacillus	Microbacterium	502	4348	456	3572	12.0960		43.5069	
GCA_006861795.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	506	4397	469	3669	12.0878		43.3562	
GCA_003574395.1	GCA_001906925.1	inter_genus	Tabrizicola	Domibacillus	416	3587	410	3253	12.0760		44.0312	
GCA_012972675.1	GCA_001906925.1	inter_genus	Pontixanthobacter	Domibacillus	337	2592	368	3253	12.0616		43.9436	
GCA_006861775.1	GCA_041537905.1	inter_genus	Psychrobacillus	Ruegeria	574	4030	521	5052	12.0568		43.5378	
GCA_012932915.1	GCA_000009365.1	inter_genus	Antrihabitans	Alcanivorax	598	6310	495	2758	12.0534		44.7453	
GCA_025960885.1	GCA_001906925.1	inter_genus	Microbacterium	Domibacillus	410	3572	412	3253	12.0440		43.9000	
GCA_003254155.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	441	3219	486	4484	12.0343		43.6766	
GCA_006861795.1	GCA_000756655.1	inter_genus	Psychrobacillus	Alcanivorax	492	4397	431	3273	12.0339		43.9670	
GCA_000966185.1	GCA_014651475.1	inter_genus	Domibacillus	Mesonia	415	3737	385	2913	12.0301		43.9619	
GCA_006861795.1	GCA_003574395.1	inter_genus	Psychrobacillus	Tabrizicola	506	4397	454	3587	12.0240		43.8375	
GCA_012932915.1	GCA_013328815.1	inter_genus	Antrihabitans	Tabrizicola	637	6310	646	4364	12.0199		43.9189	
GCA_013409785.1	GCA_042656585.1	inter_genus	Microbacterium	Thalassorhabdus	418	3554	408	3324	12.0093		43.6145	
GCA_047302405.1	GCA_900100925.1	inter_genus	Alkalihalobacillus	Actinopolyspora	529	4348	478	4041	12.0038		43.4500	
GCA_003254155.1	GCA_013409785.1	inter_genus	Psychrobacillus	Microbacterium	414	3219	399	3554	12.0035		43.3277	
GCA_043944905.1	GCA_000009365.1	inter_genus	Antrihabitans	Alcanivorax	565	6008	487	2758	12.0009		44.6922	
GCA_020734105.1	GCA_011008935.1	inter_genus	Alkalihalobacillus	Tabrizicola	539	4783	475	3669	11.9972		43.5597	
GCA_003574395.1	GCA_008704535.1	inter_genus	Tabrizicola	Streptomyces	572	3587	645	6558	11.9961	0.328965	43.5854	
GCA_003254155.1	GCA_012972675.1	inter_genus	Psychrobacillus	Pontixanthobacter	364	3219	333	2592	11.9945		43.9275	
GCA_011008935.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	453	3669	445	3822	11.9877		43.7053	
GCA_006861795.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	498	4397	464	3629	11.9860	0.405585	43.3224	
GCA_020734105.1	GCA_003574395.1	inter_genus	Alkalihalobacillus	Tabrizicola	540	4783	463	3587	11.9833		43.7717	
GCA_015999335.1	GCA_001643235.1	inter_genus	Tabrizicola	Domibacillus	507	4484	480	3756	11.9782		43.6954	
GCA_001906925.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	405	3253	419	3629	11.9733	0.405585	43.4736	
GCA_043556415.1	GCA_042656585.1	inter_genus	Microbacterium	Thalassorhabdus	359	2715	363	3324	11.9556		43.5953	
GCA_003254155.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	370	3219	339	2715	11.9481		43.6931	
GCA_003254155.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	436	3219	470	4364	11.9478		43.8622	
GCA_008297975.1	GCA_009601165.1	inter_genus	Antrihabitans	Alcanivorax	550	5303	489	3399	11.9398	0.372583	44.3894	
GCA_030065535.1	GCA_000009365.1	inter_genus	Microbacterium	Alcanivorax	338	2753	320	2758	11.9398		43.8802	
GCA_009828095.1	GCA_001906925.1	inter_genus	Pontixanthobacter	Domibacillus	343	2712	369	3253	11.9363		43.9515	
GCA_047302405.1	GCA_003597125.1	inter_genus	Alkalihalobacillus	Alcanivorax	483	4348	446	3435	11.9363	0.405585	44.3715	
GCA_047302405.1	GCA_019334345.1	inter_genus	Alkalihalobacillus	Neohoeflea	485	4348	467	3629	11.9343	0.405585	43.0375	
GCA_043556415.1	GCA_003574395.1	inter_genus	Microbacterium	Tabrizicola	365	2715	387	3587	11.9327	0.405585	43.0613	
GCA_009827395.1	GCA_000966185.1	inter_genus	Pontixanthobacter	Domibacillus	372	2802	408	3737	11.9284		44.1698	
GCA_003254155.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	412	3219	398	3572	11.9276		43.5803	
GCA_008973485.1	GCA_000009365.1	inter_genus	Psychrobacillus	Alcanivorax	425	3996	380	2758	11.9189		44.4801	
GCA_003254155.1	GCA_900100925.1	inter_genus	Psychrobacillus	Actinopolyspora	445	3219	420	4041	11.9146		43.7818	
GCA_000009365.1	GCA_900636385.1	inter_genus	Alcanivorax	Staphylococcus	298	2758	297	2236	11.9143	0.405585	43.7802	
GCA_000292245.2	GCA_009601165.1	inter_genus	Alkalihalobacillus	Alcanivorax	462	4124	434	3399	11.9101	0.405585	44.6627	
GCA_030065535.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	300	2753	294	2236	11.9062		43.4208	
GCA_030065535.1	GCA_009828095.1	inter_genus	Microbacterium	Pontixanthobacter	337	2753	313	2712	11.8939		43.6473	
GCA_003254155.1	GCA_003574395.1	inter_genus	Psychrobacillus	Tabrizicola	409	3219	400	3587	11.8866		44.0486	
GCA_009601165.1	GCA_030814065.1	inter_genus	Alcanivorax	Mesobacillus	413	3399	445	3822	11.8820	0.405585	44.6002	
GCA_030065535.1	GCA_012972675.1	inter_genus	Microbacterium	Pontixanthobacter	326	2753	309	2592	11.8803		43.3306	
GCA_003574395.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	463	3587	443	4041	11.8773	0.405585	43.0595	
GCA_020734105.1	GCA_900100925.1	inter_genus	Alkalihalobacillus	Actinopolyspora	578	4783	470	4041	11.8767		43.9078	
GCA_028610675.1	GCA_000756655.1	inter_genus	Alkalihalobacillus	Alcanivorax	465	4246	428	3273	11.8766	0.405585	44.2202	
GCA_025960885.1	GCA_042656585.1	inter_genus	Microbacterium	Thalassorhabdus	410	3572	409	3324	11.8765		43.8304	
GCA_047302405.1	GCA_009601165.1	inter_genus	Alkalihalobacillus	Alcanivorax	480	4348	440	3399	11.8756	0.405585	44.5616	
GCA_013409785.1	GCA_000970675.1	inter_genus	Microbacterium	Domibacillus	413	3554	417	3439	11.8690		43.6522	
GCA_003254155.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	406	3219	406	3629	11.8575	0.405585	43.3428	
GCA_013328815.1	GCA_001643235.1	inter_genus	Tabrizicola	Domibacillus	490	4364	472	3756	11.8473		43.6879	
GCA_008297975.1	GCA_000009365.1	inter_genus	Antrihabitans	Alcanivorax	498	5303	457	2758	11.8472		44.6793	
GCA_013409785.1	GCA_003574395.1	inter_genus	Microbacterium	Tabrizicola	420	3554	426	3587	11.8471	0.405585	42.7702	
GCA_006861775.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	441	4030	358	2715	11.8458		43.3261	
GCA_009827395.1	GCA_001906925.1	inter_genus	Pontixanthobacter	Domibacillus	352	2802	365	3253	11.8415		44.2117	
GCA_013328815.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	525	4364	470	4041	11.8382	0.405585	43.3321	
GCA_011008935.1	GCA_014212135.1	inter_genus	Tabrizicola	Cohnella	545	3669	603	6030	11.8363	0.405585	43.9607	
GCA_013409785.1	GCA_030814065.1	inter_genus	Microbacterium	Mesobacillus	428	3554	445	3822	11.8357		43.4078	
GCA_016481275.1	GCA_013328815.1	inter_genus	Antrihabitans	Tabrizicola	610	5994	615	4364	11.8266	0.405585	43.6948	
GCA_001643235.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	442	3756	431	3629	11.8213	0.405585	43.4047	
GCA_028610675.1	GCA_025960885.1	inter_genus	Alkalihalobacillus	Microbacterium	475	4246	449	3572	11.8189		43.6140	
GCA_030814065.1	GCA_014651475.1	inter_genus	Mesobacillus	Mesonia	422	3822	374	2913	11.8189	0.405585	44.1207	
GCA_006861795.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	520	4397	515	4364	11.8137		43.4492	
GCA_013328815.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	493	4364	474	3822	11.8129		44.0969	
GCA_008297975.1	GCA_019334345.1	inter_genus	Antrihabitans	Neohoeflea	525	5303	530	3629	11.8115		42.9337	
GCA_006861795.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	505	4397	436	3572	11.8083		43.5096	
GCA_006861775.1	GCA_009827455.1	inter_genus	Psychrobacillus	Pontixanthobacter	437	4030	358	2704	11.8058		43.8278	
GCA_013328815.1	GCA_000970675.1	inter_genus	Tabrizicola	Domibacillus	490	4364	431	3439	11.8032		43.7141	
GCA_003574395.1	GCA_014212135.1	inter_genus	Tabrizicola	Cohnella	533	3587	602	6030	11.8020	0.405585	43.8575	
GCA_009827455.1	GCA_001906925.1	inter_genus	Pontixanthobacter	Domibacillus	336	2704	367	3253	11.8012	0.405585	44.1730	
GCA_008297975.1	GCA_011008935.1	inter_genus	Antrihabitans	Tabrizicola	532	5303	526	3669	11.7922	0.405585	43.1465	
GCA_006861795.1	GCA_014651475.1	inter_genus	Psychrobacillus	Mesonia	481	4397	381	2913	11.7921		44.0168	
GCA_006861795.1	GCA_900100925.1	inter_genus	Psychrobacillus	Actinopolyspora	539	4397	456	4041	11.7919		43.5554	
GCA_009828095.1	GCA_030814065.1	inter_genus	Pontixanthobacter	Mesobacillus	370	2712	400	3822	11.7845		43.8109	
GCA_016481275.1	GCA_019334345.1	inter_genus	Antrihabitans	Neohoeflea	565	5994	569	3629	11.7843		43.4527	
