scenario	accession	genus	domain	neighbour	dist	class	same_genus
novel_species	GCA_014138635.1	Aminobacter	Bacteria	GCA_014195595.1	0.023576	congeneric	1
as_reported	GCA_014145335.1	Aquariibacter	Bacteria	GCA_016735685.1	0.082302	congeneric	1
no_self_strain	GCA_014145335.1	Aquariibacter	Bacteria	GCA_016735685.1	0.082302	congeneric	1
novel_species	GCA_014145335.1	Aquariibacter	Bacteria	GCA_016735685.1	0.082302	congeneric	1
as_reported	GCA_014145675.1	Amycolatopsis	Bacteria	GCA_004522235.1	0.046553	congeneric	1
no_self_strain	GCA_014145675.1	Amycolatopsis	Bacteria	GCA_004522235.1	0.046553	congeneric	1
novel_species	GCA_014145675.1	Amycolatopsis	Bacteria	GCA_004522235.1	0.046553	congeneric	1
as_reported	GCA_014174495.1	Amycolatopsis	Bacteria	GCA_054780435.1	0.000729	same_species	1
no_self_strain	GCA_014174495.1	Amycolatopsis	Bacteria	GCA_054780435.1	0.000729	same_species	1
novel_species	GCA_014174495.1	Amycolatopsis	Bacteria	GCA_014145675.1	0.069764	congeneric	1
as_reported	GCA_014191255.1	Amycolatopsis	Bacteria	GCA_046603725.1	0.000729	same_species	1
no_self_strain	GCA_014191255.1	Amycolatopsis	Bacteria	GCA_046603725.1	0.000729	same_species	1
novel_species	GCA_014191255.1	Amycolatopsis	Bacteria	GCA_900114035.1	0.136203	congeneric	1
as_reported	GCA_014192335.1	Aporhodopirellula	Bacteria	GCA_023701485.1	0.149304	congeneric	1
no_self_strain	GCA_014192335.1	Aporhodopirellula	Bacteria	GCA_023701485.1	0.149304	congeneric	1
novel_species	GCA_014192335.1	Aporhodopirellula	Bacteria	GCA_023701485.1	0.149304	congeneric	1
as_reported	GCA_014195595.1	Aminobacter	Bacteria	GCA_001605015.1	0.000447	same_species	1
no_self_strain	GCA_014195595.1	Aminobacter	Bacteria	GCA_001605015.1	0.000447	same_species	1
novel_species	GCA_014195595.1	Aminobacter	Bacteria	GCA_014138635.1	0.023576	congeneric	1
as_reported	GCA_014195655.1	Ancylobacter	Bacteria	GCA_030814815.1	0.045200	congeneric	1
no_self_strain	GCA_014195655.1	Ancylobacter	Bacteria	GCA_030814815.1	0.045200	congeneric	1
novel_species	GCA_014195655.1	Ancylobacter	Bacteria	GCA_030814815.1	0.045200	congeneric	1
as_reported	GCA_014196195.1	Anoxybacteroides	Bacteria	GCA_029077325.1	0.012856	same_species	1
no_self_strain	GCA_014196195.1	Anoxybacteroides	Bacteria	GCA_029077325.1	0.012856	same_species	1
novel_species	GCA_014196195.1	Anoxybacteroides	Bacteria	GCA_014201465.1	0.156698	congeneric	1
as_reported	GCA_014196205.1	Anoxybacteroides	Bacteria	GCA_014646615.1	0.000223	same_species	1
no_self_strain	GCA_014196205.1	Anoxybacteroides	Bacteria	GCA_014646615.1	0.000223	same_species	1
novel_species	GCA_014196205.1	Anoxybacteroides	Bacteria	GCA_001634285.1	0.066919	congeneric	1
as_reported	GCA_014199495.1	Amphiplicatus	Bacteria	GCA_900199215.1	0.000000	same_species	1
no_self_strain	GCA_014199495.1	Amphiplicatus	Bacteria	GCA_900199215.1	0.000000	same_species	1
novel_species	GCA_014199495.1	Amphiplicatus	Bacteria	GCA_028748065.1	0.267821	inter_genus	0
as_reported	GCA_014200015.1	Aminobacter	Bacteria	GCA_039534815.1	0.000223	same_species	1
no_self_strain	GCA_014200015.1	Aminobacter	Bacteria	GCA_039534815.1	0.000223	same_species	1
novel_species	GCA_014200015.1	Aminobacter	Bacteria	GCA_039540025.1	0.074402	congeneric	1
as_reported	GCA_014201465.1	Anoxybacteroides	Bacteria	GCA_001634285.1	0.118007	congeneric	1
no_self_strain	GCA_014201465.1	Anoxybacteroides	Bacteria	GCA_001634285.1	0.118007	congeneric	1
novel_species	GCA_014201465.1	Anoxybacteroides	Bacteria	GCA_001634285.1	0.118007	congeneric	1
as_reported	GCA_014201515.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.029591	congeneric	1
no_self_strain	GCA_014201515.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.029591	congeneric	1
novel_species	GCA_014201515.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.029591	congeneric	1
as_reported	GCA_014201585.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.025263	congeneric	1
no_self_strain	GCA_014201585.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.025263	congeneric	1
novel_species	GCA_014201585.1	Anoxybacillus	Bacteria	GCA_051200995.1	0.025263	congeneric	1
as_reported	GCA_014201615.1	Aquamicrobium	Bacteria	GCA_004363725.1	0.113315	congeneric	1
no_self_strain	GCA_014201615.1	Aquamicrobium	Bacteria	GCA_004363725.1	0.113315	congeneric	1
novel_species	GCA_014201615.1	Aquamicrobium	Bacteria	GCA_004363725.1	0.113315	congeneric	1
as_reported	GCA_014202875.1	Anaerocolumna	Bacteria	GCA_014218335.1	0.000167	same_species	1
no_self_strain	GCA_014202875.1	Anaerocolumna	Bacteria	GCA_014218335.1	0.000167	same_species	1
novel_species	GCA_014202875.1	Anaerocolumna	Bacteria	GCA_009931695.1	0.235307	congeneric	1
as_reported	GCA_014204865.1	Amycolatopsis	Bacteria	GCA_039536925.1	0.122068	congeneric	1
no_self_strain	GCA_014204865.1	Amycolatopsis	Bacteria	GCA_039536925.1	0.122068	congeneric	1
novel_species	GCA_014204865.1	Amycolatopsis	Bacteria	GCA_039536925.1	0.122068	congeneric	1
as_reported	GCA_014205155.1	Amycolatopsis	Bacteria	GCA_054778295.1	0.080173	congeneric	1
no_self_strain	GCA_014205155.1	Amycolatopsis	Bacteria	GCA_054778295.1	0.080173	congeneric	1
novel_species	GCA_014205155.1	Amycolatopsis	Bacteria	GCA_054778295.1	0.080173	congeneric	1
as_reported	GCA_014205875.1	Anaerosolibacter	Bacteria	GCA_001562415.1	0.212171	inter_genus	0
no_self_strain	GCA_014205875.1	Anaerosolibacter	Bacteria	GCA_001562415.1	0.212171	inter_genus	0
novel_species	GCA_014205875.1	Anaerosolibacter	Bacteria	GCA_001562415.1	0.212171	inter_genus	0
as_reported	GCA_014206975.1	Aminobacter	Bacteria	GCA_039540025.1	0.000111	same_species	1
no_self_strain	GCA_014206975.1	Aminobacter	Bacteria	GCA_039540025.1	0.000111	same_species	1
novel_species	GCA_014206975.1	Aminobacter	Bacteria	GCA_039534815.1	0.073923	congeneric	1
as_reported	GCA_014207495.1	Aminobacter	Bacteria	GCA_014863355.1	0.020649	same_species	1
no_self_strain	GCA_014207495.1	Aminobacter	Bacteria	GCA_014863355.1	0.020649	same_species	1
novel_species	GCA_014207495.1	Aminobacter	Bacteria	GCA_900445235.1	0.063382	congeneric	1
as_reported	GCA_014218335.1	Anaerocolumna	Bacteria	GCA_014202875.1	0.000167	same_species	1
no_self_strain	GCA_014218335.1	Anaerocolumna	Bacteria	GCA_014202875.1	0.000167	same_species	1
novel_species	GCA_014218335.1	Anaerocolumna	Bacteria	GCA_009931695.1	0.235307	congeneric	1
as_reported	GCA_014218355.1	Anaerocolumna	Bacteria	GCA_900142215.1	0.158113	congeneric	1
no_self_strain	GCA_014218355.1	Anaerocolumna	Bacteria	GCA_900142215.1	0.158113	congeneric	1
novel_species	GCA_014218355.1	Anaerocolumna	Bacteria	GCA_900142215.1	0.158113	congeneric	1
as_reported	GCA_014280935.1	Aquibacillus	Bacteria	GCA_030282825.1	0.214779	congeneric	1
no_self_strain	GCA_014280935.1	Aquibacillus	Bacteria	GCA_030282825.1	0.214779	congeneric	1
novel_species	GCA_014280935.1	Aquibacillus	Bacteria	GCA_030282825.1	0.214779	congeneric	1
as_reported	GCA_014287275.1	Anaerofilum	Bacteria	GCA_900199435.1	0.296273	inter_genus	0
no_self_strain	GCA_014287275.1	Anaerofilum	Bacteria	GCA_900199435.1	0.296273	inter_genus	0
novel_species	GCA_014287275.1	Anaerofilum	Bacteria	GCA_900199435.1	0.296273	inter_genus	0
as_reported	GCA_004345265.1	Allofournierella	Bacteria	GCA_045865535.1	0.270104	inter_genus	0
no_self_strain	GCA_004345265.1	Allofournierella	Bacteria	GCA_045865535.1	0.270104	inter_genus	0
novel_species	GCA_004345265.1	Allofournierella	Bacteria	GCA_045865535.1	0.270104	inter_genus	0
as_reported	GCA_014290175.1	Anaerosacchariphilus	Bacteria	GCA_014287625.1	0.000447	inter_genus	0
no_self_strain	GCA_014290175.1	Anaerosacchariphilus	Bacteria	GCA_014287625.1	0.000447	inter_genus	0
novel_species	GCA_014290175.1	Anaerosacchariphilus	Bacteria	GCA_014287625.1	0.000447	inter_genus	0
as_reported	GCA_014290215.1	Anaerostipes	Bacteria	GCA_002270485.1	0.002409	congeneric	1
no_self_strain	GCA_014290215.1	Anaerostipes	Bacteria	GCA_002270485.1	0.002409	congeneric	1
novel_species	GCA_014290215.1	Anaerostipes	Bacteria	GCA_002270485.1	0.002409	congeneric	1
as_reported	GCA_014467075.1	Anaerostipes	Bacteria	GCA_025146005.1	0.000000	same_strain	1
no_self_strain	GCA_014467075.1	Anaerostipes	Bacteria	GCA_002270485.1	0.072741	congeneric	1
novel_species	GCA_014467075.1	Anaerostipes	Bacteria	GCA_002270485.1	0.072741	congeneric	1
as_reported	GCA_014495845.1	Aquibium	Bacteria	GCA_003970795.1	0.118007	congeneric	1
no_self_strain	GCA_014495845.1	Aquibium	Bacteria	GCA_003970795.1	0.118007	congeneric	1
novel_species	GCA_014495845.1	Aquibium	Bacteria	GCA_003970795.1	0.118007	congeneric	1
as_reported	GCA_014641635.1	Aquaticitalea	Bacteria	GCA_039524015.1	0.170338	inter_genus	0
no_self_strain	GCA_014641635.1	Aquaticitalea	Bacteria	GCA_039524015.1	0.170338	inter_genus	0
novel_species	GCA_014641635.1	Aquaticitalea	Bacteria	GCA_039524015.1	0.170338	inter_genus	0
as_reported	GCA_014646615.1	Anoxybacteroides	Bacteria	GCA_014196205.1	0.000223	same_species	1
no_self_strain	GCA_014646615.1	Anoxybacteroides	Bacteria	GCA_014196205.1	0.000223	same_species	1
novel_species	GCA_014646615.1	Anoxybacteroides	Bacteria	GCA_001634285.1	0.066919	congeneric	1
as_reported	GCA_014646975.1	Amphritea	Bacteria	GCA_003858655.1	0.000560	same_species	1
no_self_strain	GCA_014646975.1	Amphritea	Bacteria	GCA_003858655.1	0.000560	same_species	1
novel_species	GCA_014646975.1	Amphritea	Bacteria	GCA_024347275.1	0.158830	congeneric	1
as_reported	GCA_014863355.1	Aminobacter	Bacteria	GCA_014207495.1	0.020649	same_species	1
no_self_strain	GCA_014863355.1	Aminobacter	Bacteria	GCA_014207495.1	0.020649	same_species	1
novel_species	GCA_014863355.1	Aminobacter	Bacteria	GCA_900445235.1	0.063992	congeneric	1
as_reported	GCA_014873755.1	Amycolatopsis	Bacteria	GCA_002156005.1	0.001880	same_species	1
no_self_strain	GCA_014873755.1	Amycolatopsis	Bacteria	GCA_002156005.1	0.001880	same_species	1
novel_species	GCA_014873755.1	Amycolatopsis	Bacteria	GCA_003937945.1	0.056500	congeneric	1
as_reported	GCA_014873915.1	Amycolatopsis	Bacteria	GCA_000749465.3	0.050655	congeneric	1
no_self_strain	GCA_014873915.1	Amycolatopsis	Bacteria	GCA_000749465.3	0.050655	congeneric	1
novel_species	GCA_014873915.1	Amycolatopsis	Bacteria	GCA_000749465.3	0.050655	congeneric	1
as_reported	GCA_015243575.1	Anoxybacterium	Bacteria	GCA_018128545.1	0.220215	inter_genus	0
no_self_strain	GCA_015243575.1	Anoxybacterium	Bacteria	GCA_018128545.1	0.220215	inter_genus	0
novel_species	GCA_015243575.1	Anoxybacterium	Bacteria	GCA_018128545.1	0.220215	inter_genus	0
as_reported	GCA_016124105.1	Aquamicrobium	Bacteria	GCA_008180155.1	0.214779	inter_genus	0
no_self_strain	GCA_016124105.1	Aquamicrobium	Bacteria	GCA_008180155.1	0.214779	inter_genus	0
novel_species	GCA_016124105.1	Aquamicrobium	Bacteria	GCA_008180155.1	0.214779	inter_genus	0
as_reported	GCA_016127475.1	Anaerococcus	Bacteria	GCA_000163295.1	0.000167	same_species	1
no_self_strain	GCA_016127475.1	Anaerococcus	Bacteria	GCA_000163295.1	0.000167	same_species	1
novel_species	GCA_016127475.1	Anaerococcus	Bacteria	GCA_000311745.1	0.039692	congeneric	1
as_reported	GCA_016481275.1	Antrihabitans	Bacteria	GCA_012932915.1	0.201248	congeneric	1
no_self_strain	GCA_016481275.1	Antrihabitans	Bacteria	GCA_012932915.1	0.201248	congeneric	1
novel_species	GCA_016481275.1	Antrihabitans	Bacteria	GCA_012932915.1	0.201248	congeneric	1
as_reported	GCA_016482825.1	Antrihabitans	Bacteria	GCA_043944905.1	0.042873	congeneric	1
no_self_strain	GCA_016482825.1	Antrihabitans	Bacteria	GCA_043944905.1	0.042873	congeneric	1
novel_species	GCA_016482825.1	Antrihabitans	Bacteria	GCA_043944905.1	0.042873	congeneric	1
as_reported	GCA_016586355.1	Anaerostipes	Bacteria	GCA_042434865.1	0.000223	same_species	1
no_self_strain	GCA_016586355.1	Anaerostipes	Bacteria	GCA_042434865.1	0.000223	same_species	1
novel_species	GCA_016586355.1	Anaerostipes	Bacteria	GCA_018982945.1	0.190432	congeneric	1
as_reported	GCA_016591975.1	Anaeromicropila	Bacteria	GCA_014202875.1	0.319544	inter_genus	0
no_self_strain	GCA_016591975.1	Anaeromicropila	Bacteria	GCA_014202875.1	0.319544	inter_genus	0
novel_species	GCA_016591975.1	Anaeromicropila	Bacteria	GCA_014202875.1	0.319544	inter_genus	0
as_reported	GCA_016592435.1	Amphritea	Bacteria	GCA_024347275.1	0.000111	same_species	1
no_self_strain	GCA_016592435.1	Amphritea	Bacteria	GCA_024347275.1	0.000111	same_species	1
novel_species	GCA_016592435.1	Amphritea	Bacteria	GCA_016924145.1	0.142498	congeneric	1
as_reported	GCA_016735685.1	Aquariibacter	Bacteria	GCA_014145335.1	0.082302	congeneric	1
no_self_strain	GCA_016735685.1	Aquariibacter	Bacteria	GCA_014145335.1	0.082302	congeneric	1
novel_species	GCA_016735685.1	Aquariibacter	Bacteria	GCA_014145335.1	0.082302	congeneric	1
as_reported	GCA_016820635.1	Anaeromonas	Bacteria	GCA_016820655.1	0.224502	congeneric	1
no_self_strain	GCA_016820635.1	Anaeromonas	Bacteria	GCA_016820655.1	0.224502	congeneric	1
novel_species	GCA_016820635.1	Anaeromonas	Bacteria	GCA_016820655.1	0.224502	congeneric	1
as_reported	GCA_016820655.1	Anaeromonas	Bacteria	GCA_016820635.1	0.224502	congeneric	1
no_self_strain	GCA_016820655.1	Anaeromonas	Bacteria	GCA_016820635.1	0.224502	congeneric	1
novel_species	GCA_016820655.1	Anaeromonas	Bacteria	GCA_016820635.1	0.224502	congeneric	1
as_reported	GCA_016861915.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.042873	congeneric	1
no_self_strain	GCA_016861915.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.042873	congeneric	1
novel_species	GCA_016861915.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.042873	congeneric	1
as_reported	GCA_016908325.1	Aquibacillus	Bacteria	GCA_028416595.1	0.208389	congeneric	1
no_self_strain	GCA_016908325.1	Aquibacillus	Bacteria	GCA_028416595.1	0.208389	congeneric	1
novel_species	GCA_016908325.1	Aquibacillus	Bacteria	GCA_028416595.1	0.208389	congeneric	1
as_reported	GCA_016908375.1	Amphibacillus	Bacteria	GCA_000306965.1	0.066705	congeneric	1
no_self_strain	GCA_016908375.1	Amphibacillus	Bacteria	GCA_000306965.1	0.066705	congeneric	1
novel_species	GCA_016908375.1	Amphibacillus	Bacteria	GCA_000306965.1	0.066705	congeneric	1
as_reported	GCA_016924145.1	Amphritea	Bacteria	GCA_024347255.1	0.038761	congeneric	1
no_self_strain	GCA_016924145.1	Amphritea	Bacteria	GCA_024347255.1	0.038761	congeneric	1
novel_species	GCA_016924145.1	Amphritea	Bacteria	GCA_024347255.1	0.038761	congeneric	1
as_reported	GCA_017347585.1	Caldicellulosiruptor	Bacteria	GCA_000166355.1	0.078875	congeneric	1
no_self_strain	GCA_017347585.1	Caldicellulosiruptor	Bacteria	GCA_000166355.1	0.078875	congeneric	1
novel_species	GCA_017347585.1	Caldicellulosiruptor	Bacteria	GCA_000166355.1	0.078875	congeneric	1
as_reported	GCA_000955725.1	Anaerocellum	Bacteria	GCA_034343125.1	0.001997	same_species	1
no_self_strain	GCA_000955725.1	Anaerocellum	Bacteria	GCA_034343125.1	0.001997	same_species	1
novel_species	GCA_000955725.1	Anaerocellum	Bacteria	GCA_000421725.1	0.090624	inter_genus	0
as_reported	GCA_017873965.1	Ammoniphilus	Bacteria	GCA_040813775.1	0.305619	congeneric	1
no_self_strain	GCA_017873965.1	Ammoniphilus	Bacteria	GCA_040813775.1	0.305619	congeneric	1
novel_species	GCA_017873965.1	Ammoniphilus	Bacteria	GCA_040813775.1	0.305619	congeneric	1
as_reported	GCA_017874475.1	Anaerococcus	Bacteria	GCA_020215685.1	0.000900	same_species	1
no_self_strain	GCA_017874475.1	Anaerococcus	Bacteria	GCA_020215685.1	0.000900	same_species	1
novel_species	GCA_017874475.1	Anaerococcus	Bacteria	GCA_019957155.1	0.074643	congeneric	1
as_reported	GCA_017874535.1	Anaerococcus	Bacteria	GCA_900445265.1	0.176263	congeneric	1
no_self_strain	GCA_017874535.1	Anaerococcus	Bacteria	GCA_900445265.1	0.176263	congeneric	1
novel_species	GCA_017874535.1	Anaerococcus	Bacteria	GCA_900445265.1	0.176263	congeneric	1
as_reported	GCA_017875555.1	Amycolatopsis	Bacteria	GCA_003312875.1	0.109283	congeneric	1
no_self_strain	GCA_017875555.1	Amycolatopsis	Bacteria	GCA_003312875.1	0.109283	congeneric	1
novel_species	GCA_017875555.1	Amycolatopsis	Bacteria	GCA_003312875.1	0.109283	congeneric	1
as_reported	GCA_018069705.1	Aminithiophilus	Bacteria	GCA_018398915.1	0.009608	inter_genus	0
no_self_strain	GCA_018069705.1	Aminithiophilus	Bacteria	GCA_018398915.1	0.009608	inter_genus	0
novel_species	GCA_018069705.1	Aminithiophilus	Bacteria	GCA_018398915.1	0.009608	inter_genus	0
as_reported	GCA_018389385.1	Anthocerotibacter	Bacteria	GCA_000011385.1	0.365443	inter_genus	0
no_self_strain	GCA_018389385.1	Anthocerotibacter	Bacteria	GCA_000011385.1	0.365443	inter_genus	0
novel_species	GCA_018389385.1	Anthocerotibacter	Bacteria	GCA_000011385.1	0.365443	inter_genus	0
as_reported	GCA_018390555.1	Ancylobacter	Bacteria	GCA_042681445.1	0.000447	same_species	1
no_self_strain	GCA_018390555.1	Ancylobacter	Bacteria	GCA_042681445.1	0.000447	same_species	1
novel_species	GCA_018390555.1	Ancylobacter	Bacteria	GCA_018390695.1	0.104342	congeneric	1
as_reported	GCA_018390605.1	Ancylobacter	Bacteria	GCA_027922345.1	0.000056	same_species	1
no_self_strain	GCA_018390605.1	Ancylobacter	Bacteria	GCA_027922345.1	0.000056	same_species	1
novel_species	GCA_018390605.1	Ancylobacter	Bacteria	GCA_018390695.1	0.104342	congeneric	1
as_reported	GCA_018390645.1	Ancylobacter	Bacteria	GCA_027922285.1	0.000279	same_species	1
no_self_strain	GCA_018390645.1	Ancylobacter	Bacteria	GCA_027922285.1	0.000279	same_species	1
novel_species	GCA_018390645.1	Ancylobacter	Bacteria	GCA_004339465.1	0.112491	congeneric	1
as_reported	GCA_018390695.1	Ancylobacter	Bacteria	GCA_054776715.1	0.000335	same_species	1
no_self_strain	GCA_018390695.1	Ancylobacter	Bacteria	GCA_054776715.1	0.000335	same_species	1
novel_species	GCA_018390695.1	Ancylobacter	Bacteria	GCA_018390555.1	0.104342	congeneric	1
as_reported	GCA_018398915.1	Aminirod	Bacteria	GCA_018069705.1	0.009608	inter_genus	0
no_self_strain	GCA_018398915.1	Aminirod	Bacteria	GCA_018069705.1	0.009608	inter_genus	0
novel_species	GCA_018398915.1	Aminirod	Bacteria	GCA_018069705.1	0.009608	inter_genus	0
as_reported	GCA_018449475.1	Ancylobacter	Bacteria	GCA_900100155.1	0.160280	congeneric	1
no_self_strain	GCA_018449475.1	Ancylobacter	Bacteria	GCA_900100155.1	0.160280	congeneric	1
novel_species	GCA_018449475.1	Ancylobacter	Bacteria	GCA_900100155.1	0.160280	congeneric	1
as_reported	GCA_018555685.1	Aminobacter	Bacteria	GCA_014207495.1	0.067133	congeneric	1
no_self_strain	GCA_018555685.1	Aminobacter	Bacteria	GCA_014207495.1	0.067133	congeneric	1
novel_species	GCA_018555685.1	Aminobacter	Bacteria	GCA_014207495.1	0.067133	congeneric	1
as_reported	GCA_018885265.1	Amycolatopsis	Bacteria	GCA_006715045.1	0.092789	congeneric	1
no_self_strain	GCA_018885265.1	Amycolatopsis	Bacteria	GCA_006715045.1	0.092789	congeneric	1
novel_species	GCA_018885265.1	Amycolatopsis	Bacteria	GCA_006715045.1	0.092789	congeneric	1
as_reported	GCA_018982945.1	Anaerostipes	Bacteria	GCA_025567365.1	0.175392	congeneric	1
no_self_strain	GCA_018982945.1	Anaerostipes	Bacteria	GCA_025567365.1	0.175392	congeneric	1
novel_species	GCA_018982945.1	Anaerostipes	Bacteria	GCA_025567365.1	0.175392	congeneric	1
as_reported	GCA_019061145.1	Anianabacter	Bacteria	GCA_029168335.1	0.238625	inter_genus	0
no_self_strain	GCA_019061145.1	Anianabacter	Bacteria	GCA_029168335.1	0.238625	inter_genus	0
novel_species	GCA_019061145.1	Anianabacter	Bacteria	GCA_029168335.1	0.238625	inter_genus	0
as_reported	GCA_019061205.1	Apilactobacillus	Bacteria	GCA_049166695.1	0.036945	congeneric	1
no_self_strain	GCA_019061205.1	Apilactobacillus	Bacteria	GCA_049166695.1	0.036945	congeneric	1
novel_species	GCA_019061205.1	Apilactobacillus	Bacteria	GCA_049166695.1	0.036945	congeneric	1
as_reported	GCA_019656215.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.041745	congeneric	1
no_self_strain	GCA_019656215.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.041745	congeneric	1
novel_species	GCA_019656215.1	Apilactobacillus	Bacteria	GCA_019061205.1	0.041745	congeneric	1
as_reported	GCA_019656235.1	Apilactobacillus	Bacteria	GCA_001435995.1	0.096001	congeneric	1
no_self_strain	GCA_019656235.1	Apilactobacillus	Bacteria	GCA_001435995.1	0.096001	congeneric	1
novel_species	GCA_019656235.1	Apilactobacillus	Bacteria	GCA_001435995.1	0.096001	congeneric	1
as_reported	GCA_019957155.1	Anaerococcus	Bacteria	GCA_020215685.1	0.074162	congeneric	1
no_self_strain	GCA_019957155.1	Anaerococcus	Bacteria	GCA_020215685.1	0.074162	congeneric	1
novel_species	GCA_019957155.1	Anaerococcus	Bacteria	GCA_020215685.1	0.074162	congeneric	1
as_reported	GCA_020215685.1	Anaerococcus	Bacteria	GCA_017874475.1	0.000900	same_species	1
no_self_strain	GCA_020215685.1	Anaerococcus	Bacteria	GCA_017874475.1	0.000900	same_species	1
novel_species	GCA_020215685.1	Anaerococcus	Bacteria	GCA_019957155.1	0.074162	congeneric	1
as_reported	GCA_020404745.1	Aquibacillus	Bacteria	GCA_009649745.1	0.161755	congeneric	1
no_self_strain	GCA_020404745.1	Aquibacillus	Bacteria	GCA_009649745.1	0.161755	congeneric	1
novel_species	GCA_020404745.1	Aquibacillus	Bacteria	GCA_009649745.1	0.161755	congeneric	1
as_reported	GCA_020535405.1	Antiquaquibacter	Bacteria	GCA_029893205.1	0.000167	same_species	1
no_self_strain	GCA_020535405.1	Antiquaquibacter	Bacteria	GCA_029893205.1	0.000167	same_species	1
novel_species	GCA_020535405.1	Antiquaquibacter	Bacteria	GCA_030580675.1	0.192497	congeneric	1
as_reported	GCA_021391495.1	Amycolatopsis	Bacteria	GCA_007713745.1	0.000167	same_species	1
no_self_strain	GCA_021391495.1	Amycolatopsis	Bacteria	GCA_007713745.1	0.000167	same_species	1
novel_species	GCA_021391495.1	Amycolatopsis	Bacteria	GCA_014191255.1	0.148025	congeneric	1
as_reported	GCA_021568775.1	Antribacter	Bacteria	GCA_003946865.1	0.190432	congeneric	1
no_self_strain	GCA_021568775.1	Antribacter	Bacteria	GCA_003946865.1	0.190432	congeneric	1
novel_species	GCA_021568775.1	Antribacter	Bacteria	GCA_003946865.1	0.190432	congeneric	1
as_reported	GCA_021654135.1	Amycolatopsis	Bacteria	GCA_039538925.1	0.000447	same_species	1
no_self_strain	GCA_021654135.1	Amycolatopsis	Bacteria	GCA_039538925.1	0.000447	same_species	1
novel_species	GCA_021654135.1	Amycolatopsis	Bacteria	GCA_003752125.1	0.042166	congeneric	1
as_reported	GCA_022601675.1	Ancylobacter	Bacteria	GCA_010669125.1	0.170338	congeneric	1
no_self_strain	GCA_022601675.1	Ancylobacter	Bacteria	GCA_010669125.1	0.170338	congeneric	1
novel_species	GCA_022601675.1	Ancylobacter	Bacteria	GCA_010669125.1	0.170338	congeneric	1
as_reported	GCA_022690685.1	Anaeromyxobacter	Bacteria	GCA_022808855.1	0.068655	congeneric	1
no_self_strain	GCA_022690685.1	Anaeromyxobacter	Bacteria	GCA_022808855.1	0.068655	congeneric	1
novel_species	GCA_022690685.1	Anaeromyxobacter	Bacteria	GCA_022808855.1	0.068655	congeneric	1
as_reported	GCA_022690765.1	Anaeromyxobacter	Bacteria	GCA_023169945.1	0.181670	congeneric	1
no_self_strain	GCA_022690765.1	Anaeromyxobacter	Bacteria	GCA_023169945.1	0.181670	congeneric	1
novel_species	GCA_022690765.1	Anaeromyxobacter	Bacteria	GCA_023169945.1	0.181670	congeneric	1
as_reported	GCA_022808855.1	Anaeromyxobacter	Bacteria	GCA_022690685.1	0.068655	congeneric	1
no_self_strain	GCA_022808855.1	Anaeromyxobacter	Bacteria	GCA_022690685.1	0.068655	congeneric	1
novel_species	GCA_022808855.1	Anaeromyxobacter	Bacteria	GCA_022690685.1	0.068655	congeneric	1
as_reported	GCA_023016525.1	Ancylobacter	Bacteria	GCA_007559435.1	0.133492	congeneric	1
no_self_strain	GCA_023016525.1	Ancylobacter	Bacteria	GCA_007559435.1	0.133492	congeneric	1
novel_species	GCA_023016525.1	Ancylobacter	Bacteria	GCA_007559435.1	0.133492	congeneric	1
as_reported	GCA_023016805.1	Ancylobacter	Bacteria	GCA_018390555.1	0.204751	congeneric	1
no_self_strain	GCA_023016805.1	Ancylobacter	Bacteria	GCA_018390555.1	0.204751	congeneric	1
novel_species	GCA_023016805.1	Ancylobacter	Bacteria	GCA_018390555.1	0.204751	congeneric	1
as_reported	GCA_023169945.1	Anaeromyxobacter	Bacteria	GCA_022690765.1	0.181670	congeneric	1
no_self_strain	GCA_023169945.1	Anaeromyxobacter	Bacteria	GCA_022690765.1	0.181670	congeneric	1
novel_species	GCA_023169945.1	Anaeromyxobacter	Bacteria	GCA_022690765.1	0.181670	congeneric	1
as_reported	GCA_023169965.1	Anaeromyxobacter	Bacteria	GCA_013340205.1	0.243822	congeneric	1
no_self_strain	GCA_023169965.1	Anaeromyxobacter	Bacteria	GCA_013340205.1	0.243822	congeneric	1
novel_species	GCA_023169965.1	Anaeromyxobacter	Bacteria	GCA_013340205.1	0.243822	congeneric	1
as_reported	GCA_023380225.1	Apilactobacillus	Bacteria	GCA_003112615.1	0.129333	congeneric	1
no_self_strain	GCA_023380225.1	Apilactobacillus	Bacteria	GCA_003112615.1	0.129333	congeneric	1
novel_species	GCA_023380225.1	Apilactobacillus	Bacteria	GCA_003112615.1	0.129333	congeneric	1
as_reported	GCA_023653015.1	Anoxybacillus	Bacteria	GCA_001996285.1	0.031619	same_species	1
no_self_strain	GCA_023653015.1	Anoxybacillus	Bacteria	GCA_001996285.1	0.031619	same_species	1
novel_species	GCA_023653015.1	Anoxybacillus	Bacteria	GCA_014201515.1	0.062378	congeneric	1
