acc_a	acc_b	class	genus_a	genus_b	conserved_a	proteins_a	conserved_b	proteins_b	pocp	mash_dist	aai	prot_dist
GCA_001580545.1	GCA_019048805.1	inter_genus	Paraburkholderia	Citrobacter	1563	6983	1394	5176	24.3194	0.405585		
GCA_006365335.1	GCA_021919185.1	inter_genus	Salmonella	Xanthomonas	1053	4587	997	3852	24.2920	0.405585		
GCA_019048805.1	GCA_902459535.1	inter_genus	Citrobacter	Paraburkholderia	1406	5176	1626	7307	24.2890			
GCA_000759735.1	GCA_003443895.1	inter_genus	Citrobacter	Paraburkholderia	1314	4575	1545	7231	24.2165			
GCA_000759735.1	GCA_003064125.1	inter_genus	Citrobacter	Xanthomonas	1093	4575	1032	4202	24.2110	0.372583		
GCA_003064125.1	GCA_013366925.1	inter_genus	Xanthomonas	Paraburkholderia	1303	4202	1697	8209	24.1721	0.312952		
GCA_025175645.1	GCA_055383075.1	inter_genus	Peribacillus	Symbiobacterium	1163	5594	1023	3457	24.1520	0.353280		
GCA_013366925.1	GCA_021919185.1	inter_genus	Paraburkholderia	Xanthomonas	1658	8209	1252	3852	24.1274	0.291447		
GCA_000759735.1	GCA_013366925.1	inter_genus	Citrobacter	Paraburkholderia	1385	4575	1697	8209	24.1083	0.405585		
GCA_046118665.1	GCA_902459595.1	inter_genus	Rhizobium	Pandoraea	1477	7171	1295	4337	24.0876	0.372583		
GCA_006365335.1	GCA_042432025.1	inter_genus	Salmonella	Xanthomonas	1020	4587	1008	3852	24.0313	0.353280		
GCA_013087605.1	GCA_902459665.1	inter_genus	Rhizobium	Pandoraea	1479	6988	1311	4646	23.9814	0.328965		
GCA_039522805.1	GCA_046118665.1	inter_genus	Ralstonia	Rhizobium	1271	4426	1510	7171	23.9803	0.353280		
GCA_000252995.1	GCA_001580545.1	inter_genus	Salmonella	Paraburkholderia	1188	3973	1434	6983	23.9321	0.405585		
GCA_001544215.1	GCA_025175645.1	inter_genus	Enterococcus	Peribacillus	931	2758	1067	5594	23.9224	0.372583		
GCA_013366925.1	GCA_042432025.1	inter_genus	Paraburkholderia	Xanthomonas	1624	8209	1253	3852	23.8537	0.283502		
GCA_019048805.1	GCA_042432025.1	inter_genus	Citrobacter	Xanthomonas	1112	5176	1039	3852	23.8259	0.372583		
GCA_001618685.1	GCA_045310675.1	inter_genus	Geobacillus	Clostridium	785	3206	799	3443	23.8231	0.405585		
GCA_025175645.1	GCA_053761065.1	inter_genus	Peribacillus	Enterococcus	1042	5594	918	2637	23.8124	0.372583		
GCA_003064125.1	GCA_019048805.1	inter_genus	Xanthomonas	Citrobacter	1072	4202	1158	5176	23.7791	0.372583		
GCA_046118665.1	GCA_902459665.1	inter_genus	Rhizobium	Pandoraea	1489	7171	1318	4646	23.7539	0.353280		
GCA_008386555.1	GCA_013087605.1	inter_genus	Pseudomonas	Rhizobium	1375	5389	1563	6988	23.7376	0.372583		
GCA_001277805.1	GCA_045310675.1	inter_genus	Geobacillus	Clostridium	690	2613	746	3443	23.7120	0.405585		
GCA_024169475.1	GCA_045310525.1	inter_genus	Peribacillus	Clostridium	1114	5052	993	3841	23.6928			
GCA_000252995.1	GCA_902459535.1	inter_genus	Salmonella	Paraburkholderia	1207	3973	1463	7307	23.6702	0.353280		
GCA_001580545.1	GCA_006365335.1	inter_genus	Paraburkholderia	Salmonella	1490	6983	1243	4587	23.6214			
GCA_001618685.1	GCA_045310525.1	inter_genus	Geobacillus	Clostridium	815	3206	843	3841	23.5277	0.405585		
GCA_006365335.1	GCA_902459535.1	inter_genus	Salmonella	Paraburkholderia	1263	4587	1534	7307	23.5161			
GCA_001618685.1	GCA_900475975.1	inter_genus	Geobacillus	Streptococcus	603	3206	569	1779	23.5105	0.405585		
GCA_003443895.1	GCA_019048805.1	inter_genus	Paraburkholderia	Citrobacter	1572	7231	1342	5176	23.4867			
GCA_008386555.1	GCA_046118665.1	inter_genus	Pseudomonas	Rhizobium	1378	5389	1566	7171	23.4395	0.372583		
GCA_013366925.1	GCA_019048805.1	inter_genus	Paraburkholderia	Citrobacter	1709	8209	1412	5176	23.3171			
GCA_019048805.1	GCA_021919185.1	inter_genus	Citrobacter	Xanthomonas	1097	5176	1002	3852	23.2499	0.372583		
GCA_001277805.1	GCA_045310525.1	inter_genus	Geobacillus	Clostridium	715	2613	779	3841	23.1484	0.405585		
GCA_000252995.1	GCA_003443895.1	inter_genus	Salmonella	Paraburkholderia	1165	3973	1427	7231	23.1346	0.372583		
GCA_019048805.1	GCA_042647405.1	inter_genus	Citrobacter	Xanthomonas	1116	5176	1036	4138	23.1050	0.353280		
GCA_001639065.2	GCA_039522805.1	inter_genus	Vibrio	Ralstonia	1102	5034	1069	4426	22.9493	0.405585		
GCA_003443895.1	GCA_006365335.1	inter_genus	Paraburkholderia	Salmonella	1480	7231	1227	4587	22.9057			
GCA_025175645.1	GCA_045310525.1	inter_genus	Peribacillus	Clostridium	1159	5594	998	3841	22.8617			
GCA_013087605.1	GCA_030409215.1	inter_genus	Rhizobium	Halomonas	1322	6988	1127	3749	22.8090	0.320287		
GCA_045310675.1	GCA_055396975.1	inter_genus	Clostridium	Symbiobacterium	763	3443	775	3322	22.7347	0.405585		
GCA_000382005.1	GCA_042647405.1	inter_genus	Pseudoalteromonas	Xanthomonas	1001	4528	965	4138	22.6864			
GCA_024169475.1	GCA_045310675.1	inter_genus	Peribacillus	Clostridium	1027	5052	899	3443	22.6722			
GCA_000382005.1	GCA_042432025.1	inter_genus	Pseudoalteromonas	Xanthomonas	956	4528	941	3852	22.6372			
GCA_012641725.1	GCA_042432025.1	inter_genus	Pseudoalteromonas	Xanthomonas	986	4777	966	3852	22.6214			
GCA_045310675.1	GCA_055383075.1	inter_genus	Clostridium	Symbiobacterium	765	3443	794	3457	22.5942	0.405585		
GCA_030409215.1	GCA_046118665.1	inter_genus	Halomonas	Rhizobium	1121	3749	1346	7171	22.5916	0.320287		
GCA_012641725.1	GCA_042647405.1	inter_genus	Pseudoalteromonas	Xanthomonas	1030	4777	981	4138	22.5575	0.405585		
GCA_001639065.2	GCA_021173085.2	inter_genus	Vibrio	Ralstonia	1128	5034	1094	4826	22.5355	0.372583		
GCA_001639065.2	GCA_902459595.1	inter_genus	Vibrio	Pandoraea	1052	5034	1051	4337	22.4416	0.405585		
GCA_000252995.1	GCA_013366925.1	inter_genus	Salmonella	Paraburkholderia	1210	3973	1522	8209	22.4265	0.372583		
GCA_000382005.1	GCA_021919185.1	inter_genus	Pseudoalteromonas	Xanthomonas	953	4528	921	3852	22.3628			
GCA_012641725.1	GCA_021919185.1	inter_genus	Pseudoalteromonas	Xanthomonas	991	4777	938	3852	22.3548	0.405585		
GCA_013087605.1	GCA_034424255.1	inter_genus	Rhizobium	Serratia	1428	6988	1194	4755	22.3282	0.405585		
GCA_006365335.1	GCA_013366925.1	inter_genus	Salmonella	Paraburkholderia	1271	4587	1585	8209	22.3195			
GCA_000382005.1	GCA_003064125.1	inter_genus	Pseudoalteromonas	Xanthomonas	996	4528	952	4202	22.3139			
GCA_001639065.2	GCA_902459665.1	inter_genus	Vibrio	Pandoraea	1081	5034	1077	4646	22.2934	0.405585		
GCA_001969825.1	GCA_007858165.1	inter_genus	Bradyrhizobium	Pseudomonas	1599	7775	1406	5724	22.2609	0.339586		
GCA_008386555.1	GCA_054602315.1	inter_genus	Pseudomonas	Bradyrhizobium	1311	5389	1477	7168	22.2028	0.405585		
GCA_001401215.1	GCA_054602315.1	inter_genus	Pseudomonas	Bradyrhizobium	1327	5215	1421	7168	22.1917	0.353280		
GCA_001401215.1	GCA_001969825.1	inter_genus	Pseudomonas	Bradyrhizobium	1363	5215	1519	7775	22.1863	0.339586		
GCA_025175645.1	GCA_045310675.1	inter_genus	Peribacillus	Clostridium	1082	5594	916	3443	22.1091			
GCA_045310525.1	GCA_055383075.1	inter_genus	Clostridium	Symbiobacterium	800	3841	813	3457	22.1019	0.405585		
GCA_003064125.1	GCA_012641725.1	inter_genus	Xanthomonas	Pseudoalteromonas	961	4202	1022	4777	22.0849	0.405585		
GCA_001639065.2	GCA_958405935.1	inter_genus	Vibrio	Ralstonia	1117	5034	1090	4962	22.0788	0.405585		
GCA_007858165.1	GCA_054602315.1	inter_genus	Pseudomonas	Bradyrhizobium	1352	5724	1494	7168	22.0757	0.372583		
GCA_001642805.2	GCA_013087605.1	inter_genus	Serratia	Rhizobium	1181	4748	1407	6988	22.0518	0.320287		
GCA_001400635.1	GCA_054602315.1	inter_genus	Pseudomonas	Bradyrhizobium	1313	5205	1408	7168	21.9914	0.372583		
GCA_001400635.1	GCA_001969825.1	inter_genus	Pseudomonas	Bradyrhizobium	1345	5205	1497	7775	21.8952	0.339586		
GCA_001969825.1	GCA_008386555.1	inter_genus	Bradyrhizobium	Pseudomonas	1550	7775	1331	5389	21.8854			
GCA_001639065.2	GCA_023955645.1	inter_genus	Vibrio	Ralstonia	1117	5034	1106	5136	21.8584	0.372583		
GCA_045310525.1	GCA_055396975.1	inter_genus	Clostridium	Symbiobacterium	780	3841	782	3322	21.8065	0.405585		
GCA_001401215.1	GCA_900094605.1	inter_genus	Pseudomonas	Bradyrhizobium	1385	5215	1559	8291	21.7977	0.353280		
GCA_034424255.1	GCA_046118665.1	inter_genus	Serratia	Rhizobium	1169	4755	1417	7171	21.6837	0.372583		
GCA_007858165.1	GCA_900094605.1	inter_genus	Pseudomonas	Bradyrhizobium	1406	5724	1627	8291	21.6411	0.372583		
GCA_001639065.2	GCA_042432025.1	inter_genus	Vibrio	Xanthomonas	1004	5034	917	3852	21.6183	0.372583		
GCA_002741985.1	GCA_042432025.1	inter_genus	Vibrio	Xanthomonas	934	4574	887	3852	21.6117	0.405585		
GCA_001400635.1	GCA_900094605.1	inter_genus	Pseudomonas	Bradyrhizobium	1367	5205	1549	8291	21.6064	0.353280		
GCA_001642805.2	GCA_046118665.1	inter_genus	Serratia	Rhizobium	1172	4748	1400	7171	21.5790	0.353280		
GCA_001639065.2	GCA_021919185.1	inter_genus	Vibrio	Xanthomonas	1014	5034	900	3852	21.5395	0.372583		
GCA_002741985.1	GCA_039522805.1	inter_genus	Vibrio	Ralstonia	966	4574	969	4426	21.5000	0.405585		
GCA_002741985.1	GCA_902459595.1	inter_genus	Vibrio	Pandoraea	946	4574	967	4337	21.4678	0.372583		
GCA_008386555.1	GCA_900094605.1	inter_genus	Pseudomonas	Bradyrhizobium	1341	5389	1595	8291	21.4620	0.405585		
GCA_001639065.2	GCA_042647405.1	inter_genus	Vibrio	Xanthomonas	1028	5034	938	4138	21.4348	0.372583		
GCA_002741985.1	GCA_021919185.1	inter_genus	Vibrio	Xanthomonas	931	4574	873	3852	21.4099	0.405585		
GCA_000181535.1	GCA_039522805.1	inter_genus	Vibrio	Ralstonia	1044	5066	983	4426	21.3548	0.372583		
GCA_007858165.1	GCA_023278185.1	inter_genus	Pseudomonas	Bradyrhizobium	1409	5724	1641	8598	21.2959	0.353280		
GCA_002741985.1	GCA_042647405.1	inter_genus	Vibrio	Xanthomonas	959	4574	895	4138	21.2810	0.405585		
GCA_001401215.1	GCA_023278185.1	inter_genus	Pseudomonas	Bradyrhizobium	1369	5215	1561	8598	21.2119	0.405585		
GCA_002741985.1	GCA_021173085.2	inter_genus	Vibrio	Ralstonia	992	4574	993	4826	21.1170	0.405585		
GCA_001639065.2	GCA_003064125.1	inter_genus	Vibrio	Xanthomonas	1015	5034	927	4202	21.0264	0.372583		
GCA_002741985.1	GCA_958405935.1	inter_genus	Vibrio	Ralstonia	1002	4574	995	4962	20.9417	0.405585		
GCA_002741985.1	GCA_003064125.1	inter_genus	Vibrio	Xanthomonas	952	4574	883	4202	20.9093	0.405585		
GCA_008386555.1	GCA_023278185.1	inter_genus	Pseudomonas	Bradyrhizobium	1346	5389	1575	8598	20.8837	0.405585		
GCA_030406665.1	GCA_046118665.1	inter_genus	Halomonas	Rhizobium	967	3257	1208	7171	20.8573	0.328965		
GCA_000382005.1	GCA_902459595.1	inter_genus	Pseudoalteromonas	Pandoraea	908	4528	941	4337	20.8573			
GCA_001400635.1	GCA_023278185.1	inter_genus	Pseudomonas	Bradyrhizobium	1350	5205	1523	8598	20.8143	0.372583		
GCA_002741985.1	GCA_902459665.1	inter_genus	Vibrio	Pandoraea	938	4574	978	4646	20.7809	0.405585		
GCA_000372845.1	GCA_039522805.1	inter_genus	Methylocystis	Ralstonia	805	3698	882	4426	20.7656	0.372583		
GCA_000181535.1	GCA_021173085.2	inter_genus	Vibrio	Ralstonia	1053	5066	998	4826	20.7339	0.372583		
GCA_030409215.1	GCA_054602315.1	inter_genus	Halomonas	Bradyrhizobium	1034	3749	1229	7168	20.7291	0.328965		
GCA_012641725.1	GCA_039522805.1	inter_genus	Pseudoalteromonas	Ralstonia	948	4777	957	4426	20.6998	0.405585		
GCA_000181535.1	GCA_902459665.1	inter_genus	Vibrio	Pandoraea	1013	5066	992	4646	20.6446	0.405585		
GCA_012641725.1	GCA_902459595.1	inter_genus	Pseudoalteromonas	Pandoraea	925	4777	956	4337	20.6386	0.405585		
GCA_000372845.1	GCA_902459595.1	inter_genus	Methylocystis	Pandoraea	776	3698	882	4337	20.6347	0.405585		
GCA_013087605.1	GCA_030406665.1	inter_genus	Rhizobium	Halomonas	1165	6988	949	3257	20.6345	0.320287		
GCA_000181535.1	GCA_902459595.1	inter_genus	Vibrio	Pandoraea	978	5066	957	4337	20.5785	0.405585		
GCA_001544215.1	GCA_045310525.1	inter_genus	Enterococcus	Clostridium	667	2758	688	3841	20.5334	0.405585		
GCA_000382005.1	GCA_039522805.1	inter_genus	Pseudoalteromonas	Ralstonia	914	4528	922	4426	20.5048			
GCA_000372845.1	GCA_902459665.1	inter_genus	Methylocystis	Pandoraea	801	3698	909	4646	20.4938	0.405585		
GCA_013350005.1	GCA_902459665.1	inter_genus	Methylocystis	Pandoraea	788	3705	921	4646	20.4646			
GCA_002741985.1	GCA_023955645.1	inter_genus	Vibrio	Ralstonia	983	4574	1001	5136	20.4325	0.405585		
GCA_045310525.1	GCA_053761065.1	inter_genus	Clostridium	Enterococcus	677	3841	646	2637	20.4230	0.372583		
GCA_045310675.1	GCA_053761065.1	inter_genus	Clostridium	Enterococcus	632	3443	607	2637	20.3783	0.405585		
GCA_000181535.1	GCA_958405935.1	inter_genus	Vibrio	Ralstonia	1048	5066	993	4962	20.3530	0.405585		
GCA_012641725.1	GCA_902459665.1	inter_genus	Pseudoalteromonas	Pandoraea	932	4777	984	4646	20.3332	0.405585		
GCA_001544215.1	GCA_045310675.1	inter_genus	Enterococcus	Clostridium	627	2758	632	3443	20.3032	0.372583		
GCA_019930105.1	GCA_024169475.1	inter_genus	Streptococcus	Peribacillus	633	1770	752	5052	20.3020	0.372583		
GCA_000382005.1	GCA_021173085.2	inter_genus	Pseudoalteromonas	Ralstonia	938	4528	961	4826	20.3015			
GCA_000372845.1	GCA_958405935.1	inter_genus	Methylocystis	Ralstonia	839	3698	916	4962	20.2656	0.405585		
GCA_000372845.1	GCA_030409215.1	inter_genus	Methylocystis	Halomonas	735	3698	773	3749	20.2498			
GCA_000181535.1	GCA_023955645.1	inter_genus	Vibrio	Ralstonia	1049	5066	1015	5136	20.2313	0.353280		
GCA_000382005.1	GCA_902459665.1	inter_genus	Pseudoalteromonas	Pandoraea	907	4528	949	4646	20.2311			
GCA_012641725.1	GCA_021173085.2	inter_genus	Pseudoalteromonas	Ralstonia	966	4777	976	4826	20.2228	0.405585		
GCA_001639065.2	GCA_902459535.1	inter_genus	Vibrio	Paraburkholderia	1189	5034	1305	7307	20.2091			
GCA_001580545.1	GCA_001639065.2	inter_genus	Paraburkholderia	Vibrio	1257	6983	1171	5034	20.2047			
GCA_013350005.1	GCA_902459595.1	inter_genus	Methylocystis	Pandoraea	755	3705	867	4337	20.1691			
GCA_000372845.1	GCA_021173085.2	inter_genus	Methylocystis	Ralstonia	827	3698	891	4826	20.1549	0.353280		
GCA_012641725.1	GCA_958405935.1	inter_genus	Pseudoalteromonas	Ralstonia	971	4777	987	4962	20.1047	0.405585		
GCA_000817815.1	GCA_039522805.1	inter_genus	Vibrio	Ralstonia	1019	5721	1020	4426	20.0946	0.405585		
GCA_000372845.1	GCA_902459535.1	inter_genus	Methylocystis	Paraburkholderia	988	3698	1223	7307	20.0909			
GCA_013350005.1	GCA_039522805.1	inter_genus	Methylocystis	Ralstonia	771	3705	858	4426	20.0344	0.405585		
GCA_013350005.1	GCA_030409215.1	inter_genus	Methylocystis	Halomonas	719	3705	773	3749	20.0161			
GCA_000382005.1	GCA_958405935.1	inter_genus	Pseudoalteromonas	Ralstonia	938	4528	960	4962	20.0000			
GCA_000817815.1	GCA_021173085.2	inter_genus	Vibrio	Ralstonia	1050	5721	1057	4826	19.9772	0.405585		
GCA_000817815.1	GCA_042647405.1	inter_genus	Vibrio	Xanthomonas	1018	5721	946	4138	19.9209	0.405585		
GCA_000817815.1	GCA_042432025.1	inter_genus	Vibrio	Xanthomonas	970	5721	930	3852	19.8475	0.405585		
GCA_001969825.1	GCA_030409215.1	inter_genus	Bradyrhizobium	Halomonas	1234	7775	1053	3749	19.8455	0.328965		
GCA_000817815.1	GCA_021919185.1	inter_genus	Vibrio	Xanthomonas	987	5721	912	3852	19.8370	0.405585		
GCA_013087605.1	GCA_042647405.1	inter_genus	Rhizobium	Xanthomonas	1229	6988	977	4138	19.8274	0.328965		
GCA_000372845.1	GCA_023955645.1	inter_genus	Methylocystis	Ralstonia	845	3698	903	5136	19.7872	0.405585		
GCA_030409215.1	GCA_900094605.1	inter_genus	Halomonas	Bradyrhizobium	1073	3749	1304	8291	19.7425	0.328965		
GCA_001639065.2	GCA_003443895.1	inter_genus	Vibrio	Paraburkholderia	1139	5034	1278	7231	19.7065			
GCA_013350005.1	GCA_021173085.2	inter_genus	Methylocystis	Ralstonia	798	3705	882	4826	19.6929	0.405585		
GCA_000181535.1	GCA_042432025.1	inter_genus	Vibrio	Xanthomonas	938	5066	816	3852	19.6681	0.372583		
GCA_012641725.1	GCA_023955645.1	inter_genus	Pseudoalteromonas	Ralstonia	964	4777	985	5136	19.6611	0.405585		
GCA_000382005.1	GCA_023955645.1	inter_genus	Pseudoalteromonas	Ralstonia	930	4528	970	5136	19.6606			
GCA_013350005.1	GCA_958405935.1	inter_genus	Methylocystis	Ralstonia	812	3705	891	4962	19.6492	0.405585		
GCA_000817815.1	GCA_003064125.1	inter_genus	Vibrio	Xanthomonas	1011	5721	936	4202	19.6211	0.405585		
GCA_024169475.1	GCA_900475975.1	inter_genus	Peribacillus	Streptococcus	723	5052	615	1779	19.5872	0.372583		
GCA_000817815.1	GCA_958405935.1	inter_genus	Vibrio	Ralstonia	1041	5721	1047	4962	19.5451			
GCA_000181535.1	GCA_021919185.1	inter_genus	Vibrio	Xanthomonas	940	5066	799	3852	19.4999	0.372583		
GCA_000181535.1	GCA_042647405.1	inter_genus	Vibrio	Xanthomonas	955	5066	839	4138	19.4915	0.372583		
GCA_013350005.1	GCA_902459535.1	inter_genus	Methylocystis	Paraburkholderia	950	3705	1194	7307	19.4697			
GCA_000817815.1	GCA_902459595.1	inter_genus	Vibrio	Pandoraea	964	5721	994	4337	19.4671	0.405585		
GCA_001969825.1	GCA_034424255.1	inter_genus	Bradyrhizobium	Serratia	1329	7775	1107	4755	19.4413	0.353280		
GCA_000817815.1	GCA_902459665.1	inter_genus	Vibrio	Pandoraea	986	5721	1025	4646	19.3981	0.405585		
GCA_042647405.1	GCA_046118665.1	inter_genus	Xanthomonas	Rhizobium	982	4138	1207	7171	19.3563	0.372583		
GCA_034424255.1	GCA_054602315.1	inter_genus	Serratia	Bradyrhizobium	1071	4755	1236	7168	19.3492	0.312952		
GCA_003064125.1	GCA_013087605.1	inter_genus	Xanthomonas	Rhizobium	952	4202	1210	6988	19.3208	0.353280		
GCA_000817815.1	GCA_023955645.1	inter_genus	Vibrio	Ralstonia	1042	5721	1055	5136	19.3147			
GCA_000372845.1	GCA_001580545.1	inter_genus	Methylocystis	Paraburkholderia	925	3698	1133	6983	19.2679	0.405585		
GCA_001642805.2	GCA_001969825.1	inter_genus	Serratia	Bradyrhizobium	1107	4748	1301	7775	19.2286	0.405585		
GCA_000372845.1	GCA_030406665.1	inter_genus	Methylocystis	Halomonas	674	3698	663	3257	19.2236	0.372583		
GCA_013350005.1	GCA_030406665.1	inter_genus	Methylocystis	Halomonas	670	3705	667	3257	19.2043	0.339586		
GCA_001642805.2	GCA_054602315.1	inter_genus	Serratia	Bradyrhizobium	1063	4748	1224	7168	19.1927	0.353280		
GCA_013350005.1	GCA_023955645.1	inter_genus	Methylocystis	Ralstonia	810	3705	885	5136	19.1720			
GCA_000372845.1	GCA_042432025.1	inter_genus	Methylocystis	Xanthomonas	716	3698	727	3852	19.1126	0.372583		
GCA_030406665.1	GCA_054602315.1	inter_genus	Halomonas	Bradyrhizobium	889	3257	1101	7168	19.0887	0.312952		
GCA_003064125.1	GCA_046118665.1	inter_genus	Xanthomonas	Rhizobium	956	4202	1211	7171	19.0539	0.405585		
GCA_000372845.1	GCA_013366925.1	inter_genus	Methylocystis	Paraburkholderia	982	3698	1282	8209	19.0140			
GCA_013350005.1	GCA_042432025.1	inter_genus	Methylocystis	Xanthomonas	710	3705	726	3852	19.0022			
GCA_019930105.1	GCA_025175645.1	inter_genus	Streptococcus	Peribacillus	638	1770	760	5594	18.9842	0.372583		
GCA_000181535.1	GCA_003064125.1	inter_genus	Vibrio	Xanthomonas	941	5066	818	4202	18.9793	0.372583		
GCA_000181535.1	GCA_902459535.1	inter_genus	Vibrio	Paraburkholderia	1130	5066	1217	7307	18.9687			
GCA_023278185.1	GCA_030409215.1	inter_genus	Bradyrhizobium	Halomonas	1285	8598	1055	3749	18.9520	0.339586		
GCA_000181535.1	GCA_001580545.1	inter_genus	Vibrio	Paraburkholderia	1107	5066	1165	6983	18.8563			
GCA_013087605.1	GCA_042432025.1	inter_genus	Rhizobium	Xanthomonas	1126	6988	918	3852	18.8561	0.353280		
GCA_000759735.1	GCA_046118665.1	inter_genus	Citrobacter	Rhizobium	1008	4575	1206	7171	18.8490			
GCA_001639065.2	GCA_013366925.1	inter_genus	Vibrio	Paraburkholderia	1162	5034	1333	8209	18.8401			
GCA_000759735.1	GCA_013087605.1	inter_genus	Citrobacter	Rhizobium	989	4575	1180	6988	18.7581			
GCA_001580545.1	GCA_002741985.1	inter_genus	Paraburkholderia	Vibrio	1126	6983	1031	4574	18.6640			
GCA_000372845.1	GCA_021919185.1	inter_genus	Methylocystis	Xanthomonas	716	3698	692	3852	18.6490	0.405585		
GCA_013350005.1	GCA_021919185.1	inter_genus	Methylocystis	Xanthomonas	717	3705	692	3852	18.6450	0.405585		
GCA_001969825.1	GCA_042647405.1	inter_genus	Bradyrhizobium	Xanthomonas	1218	7775	1002	4138	18.6351	0.353280		
GCA_013350005.1	GCA_013366925.1	inter_genus	Methylocystis	Paraburkholderia	954	3705	1264	8209	18.6168	0.405585		
GCA_002741985.1	GCA_902459535.1	inter_genus	Vibrio	Paraburkholderia	1045	4574	1166	7307	18.6095			
GCA_023278185.1	GCA_034424255.1	inter_genus	Bradyrhizobium	Serratia	1363	8598	1121	4755	18.6026	0.372583		
GCA_013350005.1	GCA_042647405.1	inter_genus	Methylocystis	Xanthomonas	735	3705	723	4138	18.5898	0.405585		
GCA_000372845.1	GCA_042647405.1	inter_genus	Methylocystis	Xanthomonas	733	3698	722	4138	18.5681	0.405585		
GCA_001580545.1	GCA_013350005.1	inter_genus	Paraburkholderia	Methylocystis	1104	6983	878	3705	18.5442	0.405585		
GCA_013087605.1	GCA_021919185.1	inter_genus	Rhizobium	Xanthomonas	1117	6988	893	3852	18.5424	0.295981		
GCA_042647405.1	GCA_054602315.1	inter_genus	Xanthomonas	Bradyrhizobium	952	4138	1143	7168	18.5300	0.339586		
GCA_042432025.1	GCA_046118665.1	inter_genus	Xanthomonas	Rhizobium	917	3852	1120	7171	18.4795	0.328965		
GCA_019930105.1	GCA_045310675.1	inter_genus	Streptococcus	Clostridium	454	1770	509	3443	18.4730	0.405585		
GCA_003064125.1	GCA_013350005.1	inter_genus	Xanthomonas	Methylocystis	724	4202	728	3705	18.3635	0.405585		
GCA_000181535.1	GCA_003443895.1	inter_genus	Vibrio	Paraburkholderia	1073	5066	1185	7231	18.3622			
GCA_021919185.1	GCA_046118665.1	inter_genus	Xanthomonas	Rhizobium	901	3852	1123	7171	18.3616	0.306598		
GCA_003064125.1	GCA_054602315.1	inter_genus	Xanthomonas	Bradyrhizobium	947	4202	1140	7168	18.3553	0.353280		
GCA_042432025.1	GCA_054602315.1	inter_genus	Xanthomonas	Bradyrhizobium	939	3852	1082	7168	18.3394	0.300994		
GCA_000372845.1	GCA_001400635.1	inter_genus	Methylocystis	Pseudomonas	761	3698	871	5205	18.3309	0.405585		
GCA_000372845.1	GCA_003443895.1	inter_genus	Methylocystis	Paraburkholderia	895	3698	1105	7231	18.2999	0.372583		
GCA_000372845.1	GCA_001401215.1	inter_genus	Methylocystis	Pseudomonas	750	3698	881	5215	18.2991	0.405585		
GCA_002741985.1	GCA_003443895.1	inter_genus	Vibrio	Paraburkholderia	1008	4574	1150	7231	18.2804			
GCA_000372845.1	GCA_003064125.1	inter_genus	Methylocystis	Xanthomonas	728	3698	714	4202	18.2532	0.405585		
GCA_019930105.1	GCA_045310525.1	inter_genus	Streptococcus	Clostridium	476	1770	547	3841	18.2320	0.405585		
GCA_025175645.1	GCA_900475975.1	inter_genus	Peribacillus	Streptococcus	723	5594	621	1779	18.2287	0.372583		
GCA_001642805.2	GCA_023278185.1	inter_genus	Serratia	Bradyrhizobium	1110	4748	1319	8598	18.2002	0.405585		
GCA_021919185.1	GCA_054602315.1	inter_genus	Xanthomonas	Bradyrhizobium	915	3852	1089	7168	18.1851	0.300994		
GCA_034424255.1	GCA_900094605.1	inter_genus	Serratia	Bradyrhizobium	1057	4755	1315	8291	18.1818	0.339586		
GCA_019048805.1	GCA_046118665.1	inter_genus	Citrobacter	Rhizobium	1016	5176	1225	7171	18.1502			
GCA_013087605.1	GCA_019048805.1	inter_genus	Rhizobium	Citrobacter	1198	6988	1008	5176	18.1355			
GCA_001618685.1	GCA_030409215.1	inter_genus	Geobacillus	Halomonas	610	3206	650	3749	18.1165			
GCA_045310675.1	GCA_900475975.1	inter_genus	Clostridium	Streptococcus	496	3443	450	1779	18.1157	0.372583		
GCA_001969825.1	GCA_030406665.1	inter_genus	Bradyrhizobium	Halomonas	1100	7775	890	3257	18.0384	0.372583		
GCA_001618685.1	GCA_030406665.1	inter_genus	Geobacillus	Halomonas	579	3206	585	3257	18.0102			
GCA_001969825.1	GCA_003064125.1	inter_genus	Bradyrhizobium	Xanthomonas	1188	7775	968	4202	18.0012	0.372583		
GCA_001400635.1	GCA_013350005.1	inter_genus	Pseudomonas	Methylocystis	854	5205	746	3705	17.9574			
GCA_001642805.2	GCA_900094605.1	inter_genus	Serratia	Bradyrhizobium	1048	4748	1292	8291	17.9462	0.353280		
GCA_030406665.1	GCA_900094605.1	inter_genus	Halomonas	Bradyrhizobium	909	3257	1163	8291	17.9425	0.320287		
GCA_001401215.1	GCA_013350005.1	inter_genus	Pseudomonas	Methylocystis	860	5215	740	3705	17.9372			
GCA_001969825.1	GCA_042432025.1	inter_genus	Bradyrhizobium	Xanthomonas	1129	7775	953	3852	17.9066	0.306598		
GCA_042647405.1	GCA_900094605.1	inter_genus	Xanthomonas	Bradyrhizobium	976	4138	1246	8291	17.8775	0.339586		
GCA_003443895.1	GCA_013350005.1	inter_genus	Paraburkholderia	Methylocystis	1082	7231	870	3705	17.8493	0.405585		
GCA_000372845.1	GCA_007858165.1	inter_genus	Methylocystis	Pseudomonas	784	3698	897	5724	17.8412	0.372583		
