scenario	accession	genus	domain	neighbour	dist	class	same_genus
no_self_strain	GCA_000383435.1	Levilactobacillus	Bacteria	GCA_001437515.1	0.000260	same_species	1
novel_species	GCA_000383435.1	Levilactobacillus	Bacteria	GCA_042680445.1	0.080086	congeneric	1
as_reported	GCA_000383515.1	Mesomycoplasma	Bacteria	GCA_900476065.1	0.000335	same_species	1
no_self_strain	GCA_000383515.1	Mesomycoplasma	Bacteria	GCA_900476065.1	0.000335	same_species	1
novel_species	GCA_000383515.1	Mesomycoplasma	Bacteria	GCA_000815065.1	0.209268	congeneric	1
as_reported	GCA_000383575.1	Micromonospora	Bacteria	GCA_000514455.1	0.000137	same_species	1
no_self_strain	GCA_000383575.1	Micromonospora	Bacteria	GCA_000514455.1	0.000137	same_species	1
novel_species	GCA_000383575.1	Micromonospora	Bacteria	GCA_000378825.1	0.060068	congeneric	1
as_reported	GCA_000383595.1	Streptomyces	Bacteria	GCA_000340335.2	0.000038	same_strain	1
no_self_strain	GCA_000383595.1	Streptomyces	Bacteria	GCA_014873495.1	0.033112	same_species	1
novel_species	GCA_000383595.1	Streptomyces	Bacteria	GCA_051172975.1	0.071653	congeneric	1
as_reported	GCA_000383775.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.053876	congeneric	1
no_self_strain	GCA_000383775.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.053876	congeneric	1
novel_species	GCA_000383775.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.053876	congeneric	1
as_reported	GCA_000383795.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.150032	congeneric	1
no_self_strain	GCA_000383795.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.150032	congeneric	1
novel_species	GCA_000383795.1	Saccharomonospora	Bacteria	GCA_000430445.1	0.150032	congeneric	1
as_reported	GCA_000383855.1	Methylobacter	Bacteria	GCA_000190755.3	0.243920	inter_genus	0
no_self_strain	GCA_000383855.1	Methylobacter	Bacteria	GCA_000190755.3	0.243920	inter_genus	0
novel_species	GCA_000383855.1	Methylobacter	Bacteria	GCA_000190755.3	0.243920	inter_genus	0
as_reported	GCA_000383875.1	Caldibacillus	Bacteria	GCA_002003465.1	0.273038	inter_genus	0
no_self_strain	GCA_000383875.1	Caldibacillus	Bacteria	GCA_002003465.1	0.273038	inter_genus	0
novel_species	GCA_000383875.1	Caldibacillus	Bacteria	GCA_002003465.1	0.273038	inter_genus	0
as_reported	GCA_000383915.1	Amycolatopsis	Bacteria	GCA_002846615.1	0.115739	congeneric	1
no_self_strain	GCA_000383915.1	Amycolatopsis	Bacteria	GCA_002846615.1	0.115739	congeneric	1
novel_species	GCA_000383915.1	Amycolatopsis	Bacteria	GCA_002846615.1	0.115739	congeneric	1
as_reported	GCA_000383955.1	Rudanella	Bacteria	GCA_009184635.1	0.079554	congeneric	1
no_self_strain	GCA_000383955.1	Rudanella	Bacteria	GCA_009184635.1	0.079554	congeneric	1
novel_species	GCA_000383955.1	Rudanella	Bacteria	GCA_009184635.1	0.079554	congeneric	1
as_reported	GCA_000383975.1	Natronorubrum	Archaea	GCA_000337235.1	0.000065	same_strain	1
no_self_strain	GCA_000383975.1	Natronorubrum	Archaea	GCA_052040145.1	0.082867	congeneric	1
novel_species	GCA_000383975.1	Natronorubrum	Archaea	GCA_052040145.1	0.082867	congeneric	1
as_reported	GCA_000384035.1	Actinopolyspora	Bacteria	GCA_900100925.1	0.150589	congeneric	1
no_self_strain	GCA_000384035.1	Actinopolyspora	Bacteria	GCA_900100925.1	0.150589	congeneric	1
novel_species	GCA_000384035.1	Actinopolyspora	Bacteria	GCA_900100925.1	0.150589	congeneric	1
as_reported	GCA_000384075.1	Methylovulum	Bacteria	GCA_002923755.1	0.213994	congeneric	1
no_self_strain	GCA_000384075.1	Methylovulum	Bacteria	GCA_002923755.1	0.213994	congeneric	1
novel_species	GCA_000384075.1	Methylovulum	Bacteria	GCA_002923755.1	0.213994	congeneric	1
as_reported	GCA_000384115.1	Sporichthya	Bacteria	GCA_039525035.1	0.067368	congeneric	1
no_self_strain	GCA_000384115.1	Sporichthya	Bacteria	GCA_039525035.1	0.067368	congeneric	1
novel_species	GCA_000384115.1	Sporichthya	Bacteria	GCA_039525035.1	0.067368	congeneric	1
as_reported	GCA_000384135.1	Succinispira	Bacteria	GCA_030273445.1	0.308416	inter_genus	0
no_self_strain	GCA_000384135.1	Succinispira	Bacteria	GCA_030273445.1	0.308416	inter_genus	0
novel_species	GCA_000384135.1	Succinispira	Bacteria	GCA_030273445.1	0.308416	inter_genus	0
as_reported	GCA_000384175.1	Streptomyces	Bacteria	GCA_042430935.1	0.004654	same_species	1
no_self_strain	GCA_000384175.1	Streptomyces	Bacteria	GCA_042430935.1	0.004654	same_species	1
novel_species	GCA_000384175.1	Streptomyces	Bacteria	GCA_005517195.1	0.129645	congeneric	1
as_reported	GCA_000018565.1	Herpetosiphon	Bacteria	GCA_039545135.1	0.074240	congeneric	1
no_self_strain	GCA_000018565.1	Herpetosiphon	Bacteria	GCA_039545135.1	0.074240	congeneric	1
novel_species	GCA_000018565.1	Herpetosiphon	Bacteria	GCA_039545135.1	0.074240	congeneric	1
as_reported	GCA_000384195.1	Allobaculum	Bacteria	GCA_900343155.1	0.243920	inter_genus	0
no_self_strain	GCA_000384195.1	Allobaculum	Bacteria	GCA_900343155.1	0.243920	inter_genus	0
novel_species	GCA_000384195.1	Allobaculum	Bacteria	GCA_900343155.1	0.243920	inter_genus	0
as_reported	GCA_000384215.1	Amycolatopsis	Bacteria	GCA_002234385.1	0.000691	same_strain	1
no_self_strain	GCA_000384215.1	Amycolatopsis	Bacteria	GCA_001995215.1	0.065063	congeneric	1
novel_species	GCA_000384215.1	Amycolatopsis	Bacteria	GCA_001995215.1	0.065063	congeneric	1
as_reported	GCA_000384235.1	Hydrogenovibrio	Bacteria	GCA_013391695.1	0.271309	inter_genus	0
no_self_strain	GCA_000384235.1	Hydrogenovibrio	Bacteria	GCA_013391695.1	0.271309	inter_genus	0
novel_species	GCA_000384235.1	Hydrogenovibrio	Bacteria	GCA_013391695.1	0.271309	inter_genus	0
as_reported	GCA_000384295.1	Amycolatopsis	Bacteria	GCA_002234595.1	0.060633	congeneric	1
no_self_strain	GCA_000384295.1	Amycolatopsis	Bacteria	GCA_002234595.1	0.060633	congeneric	1
novel_species	GCA_000384295.1	Amycolatopsis	Bacteria	GCA_002234595.1	0.060633	congeneric	1
as_reported	GCA_000384315.1	Amycolatopsis	Bacteria	GCA_009765355.1	0.169182	congeneric	1
no_self_strain	GCA_000384315.1	Amycolatopsis	Bacteria	GCA_009765355.1	0.169182	congeneric	1
novel_species	GCA_000384315.1	Amycolatopsis	Bacteria	GCA_009765355.1	0.169182	congeneric	1
as_reported	GCA_000384395.1	Geopsychrobacter	Bacteria	GCA_900142125.1	0.289749	inter_genus	0
no_self_strain	GCA_000384395.1	Geopsychrobacter	Bacteria	GCA_900142125.1	0.289749	inter_genus	0
novel_species	GCA_000384395.1	Geopsychrobacter	Bacteria	GCA_900142125.1	0.289749	inter_genus	0
as_reported	GCA_000384415.1	Cycloclasticus	Bacteria	GCA_011683955.1	0.321901	inter_genus	0
no_self_strain	GCA_000384415.1	Cycloclasticus	Bacteria	GCA_011683955.1	0.321901	inter_genus	0
novel_species	GCA_000384415.1	Cycloclasticus	Bacteria	GCA_011683955.1	0.321901	inter_genus	0
as_reported	GCA_000384655.1	Brachyspira	Bacteria	GCA_000092845.1	0.057796	congeneric	1
no_self_strain	GCA_000384655.1	Brachyspira	Bacteria	GCA_000092845.1	0.057796	congeneric	1
novel_species	GCA_000384655.1	Brachyspira	Bacteria	GCA_000092845.1	0.057796	congeneric	1
as_reported	GCA_000384815.1	Halodesulfovibrio	Bacteria	GCA_900142115.1	0.000157	same_species	1
no_self_strain	GCA_000384815.1	Halodesulfovibrio	Bacteria	GCA_900142115.1	0.000157	same_species	1
novel_species	GCA_000384815.1	Halodesulfovibrio	Bacteria	GCA_900129975.1	0.146175	congeneric	1
as_reported	GCA_000384965.1	Bartonella	Bacteria	GCA_902810545.1	0.081235	congeneric	1
no_self_strain	GCA_000384965.1	Bartonella	Bacteria	GCA_902810545.1	0.081235	congeneric	1
novel_species	GCA_000384965.1	Bartonella	Bacteria	GCA_902810545.1	0.081235	congeneric	1
as_reported	GCA_000385095.1	Mycoplasmopsis	Bacteria	GCA_000969765.1	0.001455	same_strain	1
no_self_strain	GCA_000385095.1	Mycoplasmopsis	Bacteria	GCA_900475235.1	0.001527	same_species	1
novel_species	GCA_000385095.1	Mycoplasmopsis	Bacteria	GCA_900476085.1	0.187139	inter_genus	0
as_reported	GCA_000385175.1	Salinicoccus	Bacteria	GCA_900114445.1	0.204079	congeneric	1
no_self_strain	GCA_000385175.1	Salinicoccus	Bacteria	GCA_900114445.1	0.204079	congeneric	1
novel_species	GCA_000385175.1	Salinicoccus	Bacteria	GCA_900114445.1	0.204079	congeneric	1
as_reported	GCA_000385215.1	Thioalkalivibrio	Bacteria	GCA_001999325.1	0.146155	congeneric	1
no_self_strain	GCA_000385215.1	Thioalkalivibrio	Bacteria	GCA_001999325.1	0.146155	congeneric	1
novel_species	GCA_000385215.1	Thioalkalivibrio	Bacteria	GCA_001999325.1	0.146155	congeneric	1
as_reported	GCA_000385335.1	Methyloferula	Bacteria	GCA_003387225.1	0.240108	inter_genus	0
no_self_strain	GCA_000385335.1	Methyloferula	Bacteria	GCA_003387225.1	0.240108	inter_genus	0
novel_species	GCA_000385335.1	Methyloferula	Bacteria	GCA_003387225.1	0.240108	inter_genus	0
as_reported	GCA_000385565.1	Archaeoglobus_A	Archaea	GCA_001006045.1	0.279639	inter_genus	0
no_self_strain	GCA_000385565.1	Archaeoglobus_A	Archaea	GCA_001006045.1	0.279639	inter_genus	0
novel_species	GCA_000385565.1	Archaeoglobus_A	Archaea	GCA_001006045.1	0.279639	inter_genus	0
as_reported	GCA_000385925.1	Streptococcus	Bacteria	GCA_900475445.1	0.064365	congeneric	1
no_self_strain	GCA_000385925.1	Streptococcus	Bacteria	GCA_900475445.1	0.064365	congeneric	1
novel_species	GCA_000385925.1	Streptococcus	Bacteria	GCA_900475445.1	0.064365	congeneric	1
as_reported	GCA_000385945.1	Streptomyces	Bacteria	GCA_014650075.1	0.011404	same_species	1
no_self_strain	GCA_000385945.1	Streptomyces	Bacteria	GCA_014650075.1	0.011404	same_species	1
novel_species	GCA_000385945.1	Streptomyces	Bacteria	GCA_000718135.1	0.058942	congeneric	1
as_reported	GCA_000387565.1	Lactobacillus	Bacteria	GCA_004354615.1	0.000145	same_species	1
no_self_strain	GCA_000387565.1	Lactobacillus	Bacteria	GCA_004354615.1	0.000145	same_species	1
as_reported	GCA_000387765.1	Caldisalinibacter	Bacteria	GCA_003609645.1	0.254161	inter_genus	0
no_self_strain	GCA_000387765.1	Caldisalinibacter	Bacteria	GCA_003609645.1	0.254161	inter_genus	0
novel_species	GCA_000387765.1	Caldisalinibacter	Bacteria	GCA_003609645.1	0.254161	inter_genus	0
as_reported	GCA_000388115.1	Aeromonas	Bacteria	GCA_000820045.1	0.079867	congeneric	1
no_self_strain	GCA_000388115.1	Aeromonas	Bacteria	GCA_000820045.1	0.079867	congeneric	1
novel_species	GCA_000388115.1	Aeromonas	Bacteria	GCA_000820045.1	0.079867	congeneric	1
as_reported	GCA_000388135.1	Amycolatopsis	Bacteria	GCA_000716785.1	0.002357	same_species	1
no_self_strain	GCA_000388135.1	Amycolatopsis	Bacteria	GCA_000716785.1	0.002357	same_species	1
novel_species	GCA_000388135.1	Amycolatopsis	Bacteria	GCA_002155975.1	0.080774	congeneric	1
as_reported	GCA_000390185.1	Lunatimonas	Bacteria	GCA_017811155.1	0.182269	congeneric	1
no_self_strain	GCA_000390185.1	Lunatimonas	Bacteria	GCA_017811155.1	0.182269	congeneric	1
novel_species	GCA_000390185.1	Lunatimonas	Bacteria	GCA_017811155.1	0.182269	congeneric	1
as_reported	GCA_000390265.1	Thermotoga	Bacteria	GCA_000230655.3	0.000006	same_strain	1
no_self_strain	GCA_000390265.1	Thermotoga	Bacteria	GCA_000025105.1	0.032623	congeneric	1
novel_species	GCA_000390265.1	Thermotoga	Bacteria	GCA_000025105.1	0.032623	congeneric	1
as_reported	GCA_000392375.2	Clostridium_B	Bacteria	GCA_000359585.1	0.000191	same_strain	1
no_self_strain	GCA_000392375.2	Clostridium_B	Bacteria	GCA_017874415.1	0.213159	congeneric	1
novel_species	GCA_000392375.2	Clostridium_B	Bacteria	GCA_017874415.1	0.213159	congeneric	1
as_reported	GCA_000392875.1	Enterococcus	Bacteria	GCA_022869705.1	0.000025	same_species	1
no_self_strain	GCA_000392875.1	Enterococcus	Bacteria	GCA_022869705.1	0.000025	same_species	1
novel_species	GCA_000392875.1	Enterococcus	Bacteria	GCA_019048325.1	0.197707	inter_genus	0
as_reported	GCA_000393835.1	Enterococcus_B	Bacteria	GCA_000407425.1	0.000057	same_strain	1
no_self_strain	GCA_000393835.1	Enterococcus_B	Bacteria	GCA_016766815.1	0.000070	same_species	1
novel_species	GCA_000393835.1	Enterococcus_B	Bacteria	GCA_000407205.1	0.157488	congeneric	1
as_reported	GCA_000393875.1	Enterococcus_A	Bacteria	GCA_000407185.1	0.000015	same_strain	1
no_self_strain	GCA_000393875.1	Enterococcus_A	Bacteria	GCA_900447955.1	0.000022	same_species	1
novel_species	GCA_000393875.1	Enterococcus_A	Bacteria	GCA_900447655.1	0.154153	congeneric	1
as_reported	GCA_000393915.1	Enterococcus_D	Bacteria	GCA_000407405.1	0.000066	same_strain	1
no_self_strain	GCA_000393915.1	Enterococcus_D	Bacteria	GCA_016127635.1	0.000097	same_species	1
novel_species	GCA_000393915.1	Enterococcus_D	Bacteria	GCA_030441895.1	0.046566	congeneric	1
as_reported	GCA_000393935.1	Enterococcus_B	Bacteria	GCA_000407205.1	0.000070	same_strain	1
no_self_strain	GCA_000393935.1	Enterococcus_B	Bacteria	GCA_042433465.1	0.001074	same_species	1
novel_species	GCA_000393935.1	Enterococcus_B	Bacteria	GCA_029814255.1	0.149566	congeneric	1
as_reported	GCA_000393955.1	Enterococcus_C	Bacteria	GCA_000407365.1	0.000043	same_strain	1
no_self_strain	GCA_000393955.1	Enterococcus_C	Bacteria	GCA_001885725.1	0.000440	same_species	1
novel_species	GCA_000393955.1	Enterococcus_C	Bacteria	GCA_049384045.1	0.216503	congeneric	1
as_reported	GCA_000393975.1	Enterococcus_A	Bacteria	GCA_000407485.1	0.000067	same_strain	1
no_self_strain	GCA_000393975.1	Enterococcus_A	Bacteria	GCA_001886075.1	0.000269	same_species	1
novel_species	GCA_000393975.1	Enterococcus_A	Bacteria	GCA_004309355.1	0.221862	congeneric	1
as_reported	GCA_000393995.1	Enterococcus_L	Bacteria	GCA_000407165.1	0.000112	same_strain	1
no_self_strain	GCA_000393995.1	Enterococcus_L	Bacteria	GCA_001885985.1	0.000177	same_species	1
novel_species	GCA_000393995.1	Enterococcus_L	Bacteria	GCA_001465345.1	0.121055	congeneric	1
as_reported	GCA_000394015.1	Enterococcus_L	Bacteria	GCA_000407445.1	0.000036	same_strain	1
no_self_strain	GCA_000394015.1	Enterococcus_L	Bacteria	GCA_001886065.1	0.000049	same_species	1
novel_species	GCA_000394015.1	Enterococcus_L	Bacteria	GCA_001465345.1	0.121200	congeneric	1
as_reported	GCA_000394035.1	Enterococcus_K	Bacteria	GCA_000407505.1	0.000018	same_strain	1
no_self_strain	GCA_000394035.1	Enterococcus_K	Bacteria	GCA_001886115.1	0.000063	same_species	1
novel_species	GCA_000394035.1	Enterococcus_K	Bacteria	GCA_007989705.1	0.242205	inter_genus	0
as_reported	GCA_000394055.1	Enterococcus_L	Bacteria	GCA_000407145.1	0.000040	same_strain	1
no_self_strain	GCA_000394055.1	Enterococcus_L	Bacteria	GCA_001885825.1	0.000087	same_species	1
novel_species	GCA_000394055.1	Enterococcus_L	Bacteria	GCA_000393995.1	0.134118	congeneric	1
as_reported	GCA_000394615.1	Enterococcus_A	Bacteria	GCA_000407545.1	0.000051	same_strain	1
no_self_strain	GCA_000394615.1	Enterococcus_A	Bacteria	GCA_001885915.1	0.000120	same_species	1
novel_species	GCA_000394615.1	Enterococcus_A	Bacteria	GCA_000407185.1	0.172879	congeneric	1
as_reported	GCA_000397065.2	Marinobacter	Bacteria	GCA_023156235.1	0.178055	congeneric	1
no_self_strain	GCA_000397065.2	Marinobacter	Bacteria	GCA_023156235.1	0.178055	congeneric	1
novel_species	GCA_000397065.2	Marinobacter	Bacteria	GCA_023156235.1	0.178055	congeneric	1
as_reported	GCA_000397205.1	Aquipseudomonas	Bacteria	GCA_900560965.1	0.000002	same_strain	1
no_self_strain	GCA_000397205.1	Aquipseudomonas	Bacteria	GCA_031954405.1	0.008180	same_species	1
novel_species	GCA_000397205.1	Aquipseudomonas	Bacteria	GCA_042980055.1	0.079922	congeneric	1
as_reported	GCA_000400265.1	Vibrio	Bacteria	GCA_002849855.1	0.000188	same_species	1
no_self_strain	GCA_000400265.1	Vibrio	Bacteria	GCA_002849855.1	0.000188	same_species	1
novel_species	GCA_000400265.1	Vibrio	Bacteria	GCA_000400425.1	0.065917	congeneric	1
as_reported	GCA_000400305.1	Vibrio	Bacteria	GCA_001471575.2	0.000018	same_species	1
no_self_strain	GCA_000400305.1	Vibrio	Bacteria	GCA_001471575.2	0.000018	same_species	1
novel_species	GCA_000400305.1	Vibrio	Bacteria	GCA_000400385.1	0.076861	congeneric	1
as_reported	GCA_000400325.1	Vibrio	Bacteria	GCA_000400385.1	0.034910	same_species	1
no_self_strain	GCA_000400325.1	Vibrio	Bacteria	GCA_000400385.1	0.034910	same_species	1
novel_species	GCA_000400325.1	Vibrio	Bacteria	GCA_001625175.1	0.067377	congeneric	1
as_reported	GCA_000400345.1	Vibrio	Bacteria	GCA_000334195.1	0.000224	same_strain	1
no_self_strain	GCA_000400345.1	Vibrio	Bacteria	GCA_000400325.1	0.079133	congeneric	1
novel_species	GCA_000400345.1	Vibrio	Bacteria	GCA_000400325.1	0.079133	congeneric	1
as_reported	GCA_000400365.1	Vibrio	Bacteria	GCA_001625175.1	0.016936	same_species	1
no_self_strain	GCA_000400365.1	Vibrio	Bacteria	GCA_001625175.1	0.016936	same_species	1
novel_species	GCA_000400365.1	Vibrio	Bacteria	GCA_030160355.1	0.041371	congeneric	1
as_reported	GCA_000400385.1	Vibrio	Bacteria	GCA_000817815.1	0.000027	same_strain	1
no_self_strain	GCA_000400385.1	Vibrio	Bacteria	GCA_000400325.1	0.034910	same_species	1
novel_species	GCA_000400385.1	Vibrio	Bacteria	GCA_001625175.1	0.070842	congeneric	1
as_reported	GCA_000400405.1	Vibrio	Bacteria	GCA_002741985.1	0.000119	same_strain	1
no_self_strain	GCA_000400405.1	Vibrio	Bacteria	GCA_000400345.1	0.092054	congeneric	1
novel_species	GCA_000400405.1	Vibrio	Bacteria	GCA_000400345.1	0.092054	congeneric	1
as_reported	GCA_000400425.1	Vibrio	Bacteria	GCA_007990935.1	0.000225	same_strain	1
no_self_strain	GCA_000400425.1	Vibrio	Bacteria	GCA_000400265.1	0.065917	congeneric	1
novel_species	GCA_000400425.1	Vibrio	Bacteria	GCA_000400265.1	0.065917	congeneric	1
as_reported	GCA_000400485.1	Agrococcus	Bacteria	GCA_000425105.1	0.046424	congeneric	1
no_self_strain	GCA_000400485.1	Agrococcus	Bacteria	GCA_000425105.1	0.046424	congeneric	1
novel_species	GCA_000400485.1	Agrococcus	Bacteria	GCA_000425105.1	0.046424	congeneric	1
as_reported	GCA_000400505.1	Musicola	Bacteria	GCA_051783725.1	0.000133	same_species	1
no_self_strain	GCA_000400505.1	Musicola	Bacteria	GCA_051783725.1	0.000133	same_species	1
novel_species	GCA_000400505.1	Musicola	Bacteria	GCA_002812485.1	0.165758	inter_genus	0
as_reported	GCA_000400735.1	Acinetobacter	Bacteria	GCA_000621065.1	0.000377	same_strain	1
no_self_strain	GCA_000400735.1	Acinetobacter	Bacteria	GCA_023824315.1	0.074175	congeneric	1
novel_species	GCA_000400735.1	Acinetobacter	Bacteria	GCA_023824315.1	0.074175	congeneric	1
as_reported	GCA_000400795.1	Dickeya	Bacteria	GCA_001644705.1	0.000152	same_strain	1
no_self_strain	GCA_000400795.1	Dickeya	Bacteria	GCA_003049785.1	0.052373	congeneric	1
novel_species	GCA_000400795.1	Dickeya	Bacteria	GCA_003049785.1	0.052373	congeneric	1
as_reported	GCA_000400935.1	Spiroplasma	Bacteria	GCA_000400955.1	0.074979	congeneric	1
no_self_strain	GCA_000400935.1	Spiroplasma	Bacteria	GCA_000400955.1	0.074979	congeneric	1
novel_species	GCA_000400935.1	Spiroplasma	Bacteria	GCA_000400955.1	0.074979	congeneric	1
as_reported	GCA_000400955.1	Spiroplasma	Bacteria	GCA_000400935.1	0.074979	congeneric	1
no_self_strain	GCA_000400955.1	Spiroplasma	Bacteria	GCA_000400935.1	0.074979	congeneric	1
novel_species	GCA_000400955.1	Spiroplasma	Bacteria	GCA_000400935.1	0.074979	congeneric	1
as_reported	GCA_000400975.1	Halarchaeum	Archaea	GCA_000474235.1	0.003074	same_strain	1
no_self_strain	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.110150	congeneric	1
novel_species	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.110150	congeneric	1
as_reported	GCA_000401255.1	Xanthomonas	Bacteria	GCA_009192945.1	0.001640	same_species	1
no_self_strain	GCA_000401255.1	Xanthomonas	Bacteria	GCA_009192945.1	0.001640	same_species	1
novel_species	GCA_000401255.1	Xanthomonas	Bacteria	GCA_013112235.1	0.143441	congeneric	1
as_reported	GCA_000401415.1	Elizabethkingia	Bacteria	GCA_900475375.1	0.000470	same_species	1
no_self_strain	GCA_000401415.1	Elizabethkingia	Bacteria	GCA_900475375.1	0.000470	same_species	1
novel_species	GCA_000401415.1	Elizabethkingia	Bacteria	GCA_008124555.1	0.163191	congeneric	1
as_reported	GCA_000401515.2	Piscirickettsia	Bacteria	GCA_000297215.2	0.000974	same_strain	1
no_self_strain	GCA_000401515.2	Piscirickettsia	Bacteria	GCA_000568755.1	0.317216	inter_genus	0
novel_species	GCA_000401515.2	Piscirickettsia	Bacteria	GCA_000568755.1	0.317216	inter_genus	0
as_reported	GCA_000402035.1	Caballeronia	Bacteria	GCA_001545075.2	0.110341	congeneric	1
no_self_strain	GCA_000402035.1	Caballeronia	Bacteria	GCA_001545075.2	0.110341	congeneric	1
novel_species	GCA_000402035.1	Caballeronia	Bacteria	GCA_001545075.2	0.110341	congeneric	1
as_reported	GCA_000403135.1	Arcticibacter	Bacteria	GCA_001730525.1	0.103875	congeneric	1
no_self_strain	GCA_000403135.1	Arcticibacter	Bacteria	GCA_001730525.1	0.103875	congeneric	1
novel_species	GCA_000403135.1	Arcticibacter	Bacteria	GCA_001730525.1	0.103875	congeneric	1
as_reported	GCA_000403355.2	Adlercreutzia	Bacteria	GCA_024623275.1	0.024282	same_species	1
no_self_strain	GCA_000403355.2	Adlercreutzia	Bacteria	GCA_024623275.1	0.024282	same_species	1
novel_species	GCA_000403355.2	Adlercreutzia	Bacteria	GCA_024623245.1	0.069330	congeneric	1
as_reported	GCA_000403725.2	Corynebacterium	Bacteria	GCA_028609825.1	0.000062	same_species	1
no_self_strain	GCA_000403725.2	Corynebacterium	Bacteria	GCA_028609825.1	0.000062	same_species	1
novel_species	GCA_000403725.2	Corynebacterium	Bacteria	GCA_042655045.1	0.041804	congeneric	1
as_reported	GCA_000406105.1	Dickeya	Bacteria	GCA_051783865.1	0.000264	same_species	1
no_self_strain	GCA_000406105.1	Dickeya	Bacteria	GCA_051783865.1	0.000264	same_species	1
novel_species	GCA_000406105.1	Dickeya	Bacteria	GCA_051783825.1	0.106000	congeneric	1
as_reported	GCA_000406125.1	Dickeya	Bacteria	GCA_007858975.2	0.000345	same_species	1
no_self_strain	GCA_000406125.1	Dickeya	Bacteria	GCA_007858975.2	0.000345	same_species	1
novel_species	GCA_000406125.1	Dickeya	Bacteria	GCA_009372235.1	0.117557	congeneric	1
as_reported	GCA_000406145.1	Dickeya	Bacteria	GCA_003049785.1	0.000624	same_species	1
no_self_strain	GCA_000406145.1	Dickeya	Bacteria	GCA_003049785.1	0.000624	same_species	1
novel_species	GCA_000406145.1	Dickeya	Bacteria	GCA_001644705.1	0.053027	congeneric	1
as_reported	GCA_000406165.1	Dickeya	Bacteria	GCA_051783745.1	0.000044	same_species	1
no_self_strain	GCA_000406165.1	Dickeya	Bacteria	GCA_051783745.1	0.000044	same_species	1
novel_species	GCA_000406165.1	Dickeya	Bacteria	GCA_019464615.1	0.047058	congeneric	1
as_reported	GCA_000406185.1	Dickeya	Bacteria	GCA_051783845.1	0.000051	same_species	1
no_self_strain	GCA_000406185.1	Dickeya	Bacteria	GCA_051783845.1	0.000051	same_species	1
novel_species	GCA_000406185.1	Dickeya	Bacteria	GCA_001644705.1	0.052514	congeneric	1
as_reported	GCA_000406925.1	Enterococcus_E	Bacteria	GCA_000407225.1	0.000080	same_strain	1
no_self_strain	GCA_000406925.1	Enterococcus_E	Bacteria	GCA_000492155.1	0.185003	congeneric	1
novel_species	GCA_000406925.1	Enterococcus_E	Bacteria	GCA_000492155.1	0.185003	congeneric	1
as_reported	GCA_000406945.1	Enterococcus_C	Bacteria	GCA_000407585.1	0.000038	same_strain	1
no_self_strain	GCA_000406945.1	Enterococcus_C	Bacteria	GCA_001886105.1	0.000074	same_species	1
novel_species	GCA_000406945.1	Enterococcus_C	Bacteria	GCA_042653065.1	0.115463	congeneric	1
as_reported	GCA_000406965.1	Enterococcus_A	Bacteria	GCA_900447655.1	0.000047	same_species	1
no_self_strain	GCA_000406965.1	Enterococcus_A	Bacteria	GCA_900447655.1	0.000047	same_species	1
novel_species	GCA_000406965.1	Enterococcus_A	Bacteria	GCA_001886185.1	0.145863	congeneric	1
as_reported	GCA_000407005.1	Enterococcus_F	Bacteria	GCA_029023825.1	0.000012	same_species	1
no_self_strain	GCA_000407005.1	Enterococcus_F	Bacteria	GCA_029023825.1	0.000012	same_species	1
novel_species	GCA_000407005.1	Enterococcus_F	Bacteria	GCA_016909125.1	0.219912	inter_genus	0
as_reported	GCA_000407025.1	Enterococcus_G	Bacteria	GCA_000407605.1	0.000039	same_strain	1
no_self_strain	GCA_000407025.1	Enterococcus_G	Bacteria	GCA_000185365.1	0.227683	congeneric	1
novel_species	GCA_000407025.1	Enterococcus_G	Bacteria	GCA_000185365.1	0.227683	congeneric	1
as_reported	GCA_000407125.1	Lactococcus	Bacteria	GCA_000407645.1	0.000039	same_strain	1
no_self_strain	GCA_000407125.1	Lactococcus	Bacteria	GCA_016026695.1	0.017143	same_species	1
as_reported	GCA_000407145.1	Enterococcus_L	Bacteria	GCA_000394055.1	0.000040	same_strain	1
no_self_strain	GCA_000407145.1	Enterococcus_L	Bacteria	GCA_001885825.1	0.000078	same_species	1
novel_species	GCA_000407145.1	Enterococcus_L	Bacteria	GCA_000393995.1	0.134133	congeneric	1
as_reported	GCA_000407165.1	Enterococcus_L	Bacteria	GCA_000393995.1	0.000112	same_strain	1
no_self_strain	GCA_000407165.1	Enterococcus_L	Bacteria	GCA_001885985.1	0.000122	same_species	1
novel_species	GCA_000407165.1	Enterococcus_L	Bacteria	GCA_001465345.1	0.121066	congeneric	1
as_reported	GCA_000407185.1	Enterococcus_A	Bacteria	GCA_900447955.1	0.000009	same_species	1
no_self_strain	GCA_000407185.1	Enterococcus_A	Bacteria	GCA_900447955.1	0.000009	same_species	1
novel_species	GCA_000407185.1	Enterococcus_A	Bacteria	GCA_900447655.1	0.154036	congeneric	1
as_reported	GCA_000407205.1	Enterococcus_B	Bacteria	GCA_000393935.1	0.000070	same_strain	1
